time,V(N001),V(N002),I(V1),I(R1),I(D1)
0.0002618,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002619,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000262,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002621,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002622,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002623,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002624,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002625,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002626,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002627,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002628,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002629,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000263,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002631,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002632,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002633,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002634,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002635,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002636,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002637,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002638,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002639,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000264,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002641,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002642,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002643,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002644,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002645,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002646,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002647,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002648,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002649,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000265,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002651,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002652,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002653,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002654,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002655,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002656,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002657,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002658,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002659,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000266,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002661,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002662,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002663,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002664,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002665,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002666,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002667,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002668,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002669,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000267,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002671,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002672,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002673,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002674,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002675,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002676,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002677,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002678,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002679,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000268,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002681,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002682,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002683,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002684,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002685,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002686,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002687,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002688,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002689,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000269,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002691,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002692,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002693,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002694,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002695,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002696,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002697,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002698,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002699,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.00027,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002701,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002702,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002703,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002704,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002705,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002706,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002707,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002708,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002709,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000271,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002711,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002712,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002713,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002714,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002715,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002716,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002717,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002718,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002719,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000272,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002721,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002722,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002723,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002724,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002725,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002726,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002727,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002728,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002729,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000273,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002731,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002732,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002733,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002734,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002735,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002736,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002737,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002738,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002739,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000274,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002741,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002742,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002743,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002744,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002745,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002746,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002747,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002748,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002749,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000275,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002751,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002752,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002753,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002754,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002755,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002756,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002757,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002758,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002759,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000276,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002761,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002762,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002763,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002764,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002765,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002766,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002767,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002768,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002769,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000277,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002771,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002772,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002773,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002774,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002775,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002776,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002777,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002778,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002779,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000278,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002781,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002782,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002783,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002784,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002785,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002786,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002787,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002788,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002789,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000279,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002791,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002792,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002793,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002794,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002795,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002796,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002797,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002798,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002799,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.00028,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002801,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002802,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002803,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002804,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002805,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002806,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002807,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002808,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002809,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000281,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002811,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002812,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002813,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002814,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002815,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002816,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002817,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002818,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002819,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000282,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002821,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002822,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002823,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002824,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002825,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002826,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002827,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002828,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002829,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000283,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002831,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002832,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002833,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002834,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002835,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002836,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002837,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002838,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002839,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000284,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002841,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002842,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002843,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002844,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002845,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002846,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002847,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002848,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002849,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000285,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002851,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002852,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002853,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002854,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002855,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002856,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002857,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002858,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002859,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000286,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002861,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002862,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002863,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002864,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002865,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002866,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002867,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002868,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002869,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000287,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002871,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002872,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002873,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002874,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002875,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002876,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002877,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002878,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002879,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000288,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002881,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002882,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002883,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002884,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002885,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002886,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002887,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002888,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002889,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000289,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002891,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002892,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002893,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002894,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002895,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002896,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002897,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002898,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002899,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.00029,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002901,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002902,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002903,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002904,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002905,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002906,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002907,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002908,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002909,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000291,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002911,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002912,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002913,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002914,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002915,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002916,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002917,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002918,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002919,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000292,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002921,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002922,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002923,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002924,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002925,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002926,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002927,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002928,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002929,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000293,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002931,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002932,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002933,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002934,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002935,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002936,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002937,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002938,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002939,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000294,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002941,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002942,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002943,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002944,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002945,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002946,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002947,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002948,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002949,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000295,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002951,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002952,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002953,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002954,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002955,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002956,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002957,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002958,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002959,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000296,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002961,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002962,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002963,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002964,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002965,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002966,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002967,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002968,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002969,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000297,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002971,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002972,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002973,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002974,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002975,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002976,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002977,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002978,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002979,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000298,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002981,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002982,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002983,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002984,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002985,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002986,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002987,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002988,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002989,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000299,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002991,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002992,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002993,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002994,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002995,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002996,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002997,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002998,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0002999,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003001,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003002,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003003,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003004,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003005,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003006,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003007,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003008,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003009,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000301,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003011,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003012,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003013,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003014,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003015,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003016,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003017,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003018,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003019,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000302,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003021,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003022,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003023,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003024,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003025,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003026,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003027,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003028,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003029,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000303,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003031,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003032,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003033,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003034,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003035,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003036,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003037,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003038,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003039,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000304,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003041,2,0.640882,-0.000135912,-0.000135912,0.000135912
