time,V(N001),V(N002),I(V1),I(R1),I(D1)
0.0003993,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003994,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003995,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003996,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003997,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003998,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0003999,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004001,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004002,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004003,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004004,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004005,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004006,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004007,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004008,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004009,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000401,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004011,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004012,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004013,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004014,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004015,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004016,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004017,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004018,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004019,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000402,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004021,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004022,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004023,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004024,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004025,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004026,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004027,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004028,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004029,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000403,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004031,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004032,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004033,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004034,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004035,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004036,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004037,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004038,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004039,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000404,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004041,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004042,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004043,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004044,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004045,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004046,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004047,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004048,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004049,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000405,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004051,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004052,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004053,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004054,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004055,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004056,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004057,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004058,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004059,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000406,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004061,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004062,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004063,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004064,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004065,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004066,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004067,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004068,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004069,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000407,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004071,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004072,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004073,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004074,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004075,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004076,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004077,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004078,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004079,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000408,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004081,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004082,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004083,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004084,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004085,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004086,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004087,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004088,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004089,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000409,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004091,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004092,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004093,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004094,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004095,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004096,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004097,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004098,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004099,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.00041,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004101,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004102,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004103,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004104,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004105,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004106,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004107,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004108,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004109,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000411,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004111,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004112,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004113,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004114,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004115,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004116,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004117,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004118,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004119,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000412,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004121,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004122,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004123,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004124,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004125,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004126,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004127,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004128,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004129,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000413,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004131,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004132,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004133,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004134,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004135,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004136,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004137,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004138,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004139,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000414,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004141,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004142,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004143,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004144,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004145,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004146,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004147,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004148,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004149,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000415,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004151,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004152,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004153,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004154,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004155,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004156,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004157,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004158,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004159,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000416,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004161,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004162,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004163,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004164,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004165,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004166,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004167,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004168,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004169,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000417,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004171,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004172,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004173,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004174,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004175,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004176,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004177,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004178,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004179,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000418,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004181,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004182,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004183,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004184,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004185,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004186,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004187,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004188,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004189,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000419,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004191,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004192,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004193,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004194,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004195,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004196,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004197,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004198,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004199,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.00042,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004201,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004202,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004203,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004204,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004205,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004206,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004207,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004208,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004209,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000421,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004211,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004212,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004213,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004214,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004215,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004216,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004217,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004218,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004219,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000422,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004221,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004222,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004223,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004224,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004225,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004226,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004227,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004228,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004229,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000423,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004231,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004232,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004233,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004234,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004235,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004236,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004237,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004238,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004239,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000424,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004241,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004242,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004243,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004244,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004245,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004246,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004247,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004248,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004249,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000425,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004251,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004252,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004253,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004254,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004255,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004256,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004257,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004258,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004259,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000426,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004261,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004262,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004263,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004264,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004265,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004266,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004267,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004268,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004269,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000427,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004271,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004272,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004273,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004274,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004275,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004276,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004277,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004278,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004279,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000428,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004281,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004282,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004283,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004284,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004285,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004286,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004287,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004288,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004289,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000429,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004291,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004292,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004293,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004294,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004295,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004296,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004297,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004298,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004299,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.00043,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004301,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004302,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004303,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004304,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004305,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004306,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004307,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004308,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004309,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000431,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004311,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004312,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004313,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004314,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004315,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004316,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004317,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004318,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004319,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000432,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004321,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004322,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004323,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004324,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004325,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004326,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004327,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004328,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004329,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000433,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004331,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004332,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004333,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004334,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004335,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004336,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004337,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004338,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004339,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000434,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004341,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004342,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004343,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004344,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004345,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004346,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004347,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004348,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004349,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000435,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004351,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004352,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004353,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004354,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004355,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004356,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004357,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004358,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004359,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000436,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004361,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004362,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004363,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004364,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004365,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004366,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004367,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004368,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004369,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000437,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004371,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004372,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004373,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004374,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004375,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004376,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004377,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004378,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004379,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000438,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004381,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004382,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004383,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004384,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004385,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004386,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004387,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004388,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004389,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000439,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004391,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004392,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004393,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004394,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004395,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004396,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004397,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004398,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004399,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.00044,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004401,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004402,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004403,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004404,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004405,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004406,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004407,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004408,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004409,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.000441,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004411,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004412,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004413,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004414,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004415,2,0.640882,-0.000135912,-0.000135912,0.000135912
0.0004416,2,0.640882,-0.000135912,-0.000135912,0.000135912
