time,V(N001),I(V1),I(R1),I(D1)
0.00049,2.06279,-6.82876e+20,-0.000206279,6.82876e+20
0.0004901,2.06216,-6.6596e+20,-0.000206216,6.6596e+20
0.0004902,2.06154,-6.49462e+20,-0.000206154,6.49462e+20
0.0004903,2.06091,-6.33373e+20,-0.000206091,6.33373e+20
0.0004904,2.06028,-6.17681e+20,-0.000206028,6.17681e+20
0.0004905,2.05965,-6.02378e+20,-0.000205965,6.02378e+20
0.0004906,2.05903,-5.87453e+20,-0.000205903,5.87453e+20
0.0004907,2.0584,-5.72898e+20,-0.00020584,5.72898e+20
0.0004908,2.05777,-5.58702e+20,-0.000205777,5.58702e+20
0.0004909,2.05715,-5.44858e+20,-0.000205715,5.44858e+20
0.000491,2.05652,-5.31357e+20,-0.000205652,5.31357e+20
0.0004911,2.05589,-5.18189e+20,-0.000205589,5.18189e+20
0.0004912,2.05526,-5.05348e+20,-0.000205526,5.05348e+20
0.0004913,2.05464,-4.92824e+20,-0.000205464,4.92824e+20
0.0004914,2.05401,-4.8061e+20,-0.000205401,4.8061e+20
0.0004915,2.05338,-4.68698e+20,-0.000205338,4.68698e+20
0.0004916,2.05275,-4.57082e+20,-0.000205275,4.57082e+20
0.0004917,2.05213,-4.45753e+20,-0.000205213,4.45753e+20
0.0004918,2.0515,-4.34704e+20,-0.00020515,4.34704e+20
0.0004919,2.05087,-4.23929e+20,-0.000205087,4.23929e+20
0.000492,2.05024,-4.1342e+20,-0.000205024,4.1342e+20
0.0004921,2.04962,-4.03172e+20,-0.000204962,4.03172e+20
0.0004922,2.04899,-3.93177e+20,-0.000204899,3.93177e+20
0.0004923,2.04836,-3.8343e+20,-0.000204836,3.8343e+20
0.0004924,2.04773,-3.73925e+20,-0.000204773,3.73925e+20
0.0004925,2.04711,-3.64654e+20,-0.000204711,3.64654e+20
0.0004926,2.04648,-3.55614e+20,-0.000204648,3.55614e+20
0.0004927,2.04585,-3.46797e+20,-0.000204585,3.46797e+20
0.0004928,2.04522,-3.38198e+20,-0.000204522,3.38198e+20
0.0004929,2.0446,-3.29813e+20,-0.00020446,3.29813e+20
0.000493,2.04397,-3.21635e+20,-0.000204397,3.21635e+20
0.0004931,2.04334,-3.13659e+20,-0.000204334,3.13659e+20
0.0004932,2.04271,-3.05882e+20,-0.000204271,3.05882e+20
0.0004933,2.04208,-2.98297e+20,-0.000204208,2.98297e+20
0.0004934,2.04146,-2.90899e+20,-0.000204146,2.90899e+20
0.0004935,2.04083,-2.83685e+20,-0.000204083,2.83685e+20
0.0004936,2.0402,-2.7665e+20,-0.00020402,2.7665e+20
0.0004937,2.03957,-2.69789e+20,-0.000203957,2.69789e+20
0.0004938,2.03895,-2.63098e+20,-0.000203895,2.63098e+20
0.0004939,2.03832,-2.56573e+20,-0.000203832,2.56573e+20
0.000494,2.03769,-2.5021e+20,-0.000203769,2.5021e+20
0.0004941,2.03706,-2.44004e+20,-0.000203706,2.44004e+20
0.0004942,2.03643,-2.37952e+20,-0.000203643,2.37952e+20
0.0004943,2.03581,-2.3205e+20,-0.000203581,2.3205e+20
0.0004944,2.03518,-2.26294e+20,-0.000203518,2.26294e+20
0.0004945,2.03455,-2.20681e+20,-0.000203455,2.20681e+20
0.0004946,2.03392,-2.15207e+20,-0.000203392,2.15207e+20
0.0004947,2.03329,-2.09868e+20,-0.000203329,2.09868e+20
0.0004948,2.03267,-2.04662e+20,-0.000203267,2.04662e+20
0.0004949,2.03204,-1.99585e+20,-0.000203204,1.99585e+20
0.000495,2.03141,-1.94634e+20,-0.000203141,1.94634e+20
0.0004951,2.03078,-1.89806e+20,-0.000203078,1.89806e+20
0.0004952,2.03015,-1.85097e+20,-0.000203015,1.85097e+20
0.0004953,2.02953,-1.80505e+20,-0.000202953,1.80505e+20
0.0004954,2.0289,-1.76027e+20,-0.00020289,1.76027e+20
0.0004955,2.02827,-1.7166e+20,-0.000202827,1.7166e+20
0.0004956,2.02764,-1.67401e+20,-0.000202764,1.67401e+20
0.0004957,2.02701,-1.63248e+20,-0.000202701,1.63248e+20
0.0004958,2.02639,-1.59197e+20,-0.000202639,1.59197e+20
0.0004959,2.02576,-1.55247e+20,-0.000202576,1.55247e+20
0.000496,2.02513,-1.51396e+20,-0.000202513,1.51396e+20
0.0004961,2.0245,-1.47639e+20,-0.00020245,1.47639e+20
0.0004962,2.02387,-1.43976e+20,-0.000202387,1.43976e+20
0.0004963,2.02325,-1.40403e+20,-0.000202325,1.40403e+20
0.0004964,2.02262,-1.3692e+20,-0.000202262,1.3692e+20
0.0004965,2.02199,-1.33522e+20,-0.000202199,1.33522e+20
0.0004966,2.02136,-1.30209e+20,-0.000202136,1.30209e+20
0.0004967,2.02073,-1.26978e+20,-0.000202073,1.26978e+20
0.0004968,2.0201,-1.23827e+20,-0.00020201,1.23827e+20
0.0004969,2.01948,-1.20754e+20,-0.000201948,1.20754e+20
0.000497,2.01885,-1.17758e+20,-0.000201885,1.17758e+20
0.0004971,2.01822,-1.14836e+20,-0.000201822,1.14836e+20
0.0004972,2.01759,-1.11986e+20,-0.000201759,1.11986e+20
0.0004973,2.01696,-1.09207e+20,-0.000201696,1.09207e+20
0.0004974,2.01634,-1.06497e+20,-0.000201634,1.06497e+20
0.0004975,2.01571,-1.03854e+20,-0.000201571,1.03854e+20
0.0004976,2.01508,-1.01277e+20,-0.000201508,1.01277e+20
0.0004977,2.01445,-9.87632e+19,-0.000201445,9.87632e+19
0.0004978,2.01382,-9.63122e+19,-0.000201382,9.63122e+19
0.0004979,2.01319,-9.3922e+19,-0.000201319,9.3922e+19
0.000498,2.01257,-9.1591e+19,-0.000201257,9.1591e+19
0.0004981,2.01194,-8.9318e+19,-0.000201194,8.9318e+19
0.0004982,2.01131,-8.71013e+19,-0.000201131,8.71013e+19
0.0004983,2.01068,-8.49396e+19,-0.000201068,8.49396e+19
0.0004984,2.01005,-8.28315e+19,-0.000201005,8.28315e+19
0.0004985,2.00942,-8.07758e+19,-0.000200942,8.07758e+19
0.0004986,2.0088,-7.87711e+19,-0.00020088,7.87711e+19
0.0004987,2.00817,-7.68161e+19,-0.000200817,7.68161e+19
0.0004988,2.00754,-7.49096e+19,-0.000200754,7.49096e+19
0.0004989,2.00691,-7.30504e+19,-0.000200691,7.30504e+19
0.000499,2.00628,-7.12374e+19,-0.000200628,7.12374e+19
0.0004991,2.00565,-6.94693e+19,-0.000200565,6.94693e+19
0.0004992,2.00503,-6.77452e+19,-0.000200503,6.77452e+19
0.0004993,2.0044,-6.60638e+19,-0.00020044,6.60638e+19
0.0004994,2.00377,-6.44241e+19,-0.000200377,6.44241e+19
0.0004995,2.00314,-6.28251e+19,-0.000200314,6.28251e+19
0.0004996,2.00251,-6.12659e+19,-0.000200251,6.12659e+19
0.0004997,2.00188,-5.97453e+19,-0.000200188,5.97453e+19
0.0004998,2.00126,-5.82624e+19,-0.000200126,5.82624e+19
0.0004999,2.00063,-5.68164e+19,-0.000200063,5.68164e+19
0.0005,2,-5.54062e+19,-0.0002,5.54062e+19
0.0005001,1.99937,-5.40311e+19,-0.000199937,5.40311e+19
0.0005002,1.99874,-5.269e+19,-0.000199874,5.269e+19
0.0005003,1.99812,-5.13823e+19,-0.000199812,5.13823e+19
0.0005004,1.99749,-5.0107e+19,-0.000199749,5.0107e+19
0.0005005,1.99686,-4.88634e+19,-0.000199686,4.88634e+19
0.0005006,1.99623,-4.76506e+19,-0.000199623,4.76506e+19
0.0005007,1.9956,-4.6468e+19,-0.00019956,4.6468e+19
0.0005008,1.99497,-4.53147e+19,-0.000199497,4.53147e+19
0.0005009,1.99435,-4.419e+19,-0.000199435,4.419e+19
0.000501,1.99372,-4.30932e+19,-0.000199372,4.30932e+19
0.0005011,1.99309,-4.20237e+19,-0.000199309,4.20237e+19
0.0005012,1.99246,-4.09807e+19,-0.000199246,4.09807e+19
0.0005013,1.99183,-3.99636e+19,-0.000199183,3.99636e+19
0.0005014,1.9912,-3.89718e+19,-0.00019912,3.89718e+19
0.0005015,1.99058,-3.80046e+19,-0.000199058,3.80046e+19
0.0005016,1.98995,-3.70614e+19,-0.000198995,3.70614e+19
0.0005017,1.98932,-3.61416e+19,-0.000198932,3.61416e+19
0.0005018,1.98869,-3.52446e+19,-0.000198869,3.52446e+19
0.0005019,1.98806,-3.43699e+19,-0.000198806,3.43699e+19
0.000502,1.98743,-3.35169e+19,-0.000198743,3.35169e+19
0.0005021,1.98681,-3.26851e+19,-0.000198681,3.26851e+19
0.0005022,1.98618,-3.1874e+19,-0.000198618,3.1874e+19
0.0005023,1.98555,-3.10829e+19,-0.000198555,3.10829e+19
0.0005024,1.98492,-3.03116e+19,-0.000198492,3.03116e+19
0.0005025,1.98429,-2.95593e+19,-0.000198429,2.95593e+19
0.0005026,1.98366,-2.88258e+19,-0.000198366,2.88258e+19
0.0005027,1.98304,-2.81104e+19,-0.000198304,2.81104e+19
0.0005028,1.98241,-2.74128e+19,-0.000198241,2.74128e+19
0.0005029,1.98178,-2.67326e+19,-0.000198178,2.67326e+19
0.000503,1.98115,-2.60692e+19,-0.000198115,2.60692e+19
0.0005031,1.98052,-2.54223e+19,-0.000198052,2.54223e+19
0.0005032,1.9799,-2.47914e+19,-0.00019799,2.47914e+19
0.0005033,1.97927,-2.41763e+19,-0.000197927,2.41763e+19
0.0005034,1.97864,-2.35763e+19,-0.000197864,2.35763e+19
0.0005035,1.97801,-2.29913e+19,-0.000197801,2.29913e+19
0.0005036,1.97738,-2.24208e+19,-0.000197738,2.24208e+19
0.0005037,1.97675,-2.18645e+19,-0.000197675,2.18645e+19
0.0005038,1.97613,-2.1322e+19,-0.000197613,2.1322e+19
0.0005039,1.9755,-2.07929e+19,-0.00019755,2.07929e+19
0.000504,1.97487,-2.0277e+19,-0.000197487,2.0277e+19
0.0005041,1.97424,-1.97739e+19,-0.000197424,1.97739e+19
0.0005042,1.97361,-1.92833e+19,-0.000197361,1.92833e+19
0.0005043,1.97299,-1.88049e+19,-0.000197299,1.88049e+19
0.0005044,1.97236,-1.83383e+19,-0.000197236,1.83383e+19
0.0005045,1.97173,-1.78833e+19,-0.000197173,1.78833e+19
0.0005046,1.9711,-1.74397e+19,-0.00019711,1.74397e+19
0.0005047,1.97047,-1.7007e+19,-0.000197047,1.7007e+19
0.0005048,1.96985,-1.65851e+19,-0.000196985,1.65851e+19
0.0005049,1.96922,-1.61736e+19,-0.000196922,1.61736e+19
0.000505,1.96859,-1.57724e+19,-0.000196859,1.57724e+19
0.0005051,1.96796,-1.53811e+19,-0.000196796,1.53811e+19
0.0005052,1.96733,-1.49996e+19,-0.000196733,1.49996e+19
0.0005053,1.96671,-1.46275e+19,-0.000196671,1.46275e+19
0.0005054,1.96608,-1.42646e+19,-0.000196608,1.42646e+19
0.0005055,1.96545,-1.39108e+19,-0.000196545,1.39108e+19
0.0005056,1.96482,-1.35658e+19,-0.000196482,1.35658e+19
0.0005057,1.96419,-1.32293e+19,-0.000196419,1.32293e+19
0.0005058,1.96357,-1.29011e+19,-0.000196357,1.29011e+19
0.0005059,1.96294,-1.25812e+19,-0.000196294,1.25812e+19
0.000506,1.96231,-1.22691e+19,-0.000196231,1.22691e+19
0.0005061,1.96168,-1.19648e+19,-0.000196168,1.19648e+19
0.0005062,1.96105,-1.16681e+19,-0.000196105,1.16681e+19
0.0005063,1.96043,-1.13787e+19,-0.000196043,1.13787e+19
0.0005064,1.9598,-1.10965e+19,-0.00019598,1.10965e+19
0.0005065,1.95917,-1.08213e+19,-0.000195917,1.08213e+19
0.0005066,1.95854,-1.0553e+19,-0.000195854,1.0553e+19
0.0005067,1.95792,-1.02913e+19,-0.000195792,1.02913e+19
0.0005068,1.95729,-1.00361e+19,-0.000195729,1.00361e+19
0.0005069,1.95666,-9.78721e+18,-0.000195666,9.78721e+18
0.000507,1.95603,-9.54452e+18,-0.000195603,9.54452e+18
0.0005071,1.9554,-9.30786e+18,-0.00019554,9.30786e+18
0.0005072,1.95478,-9.07707e+18,-0.000195478,9.07707e+18
0.0005073,1.95415,-8.85201e+18,-0.000195415,8.85201e+18
0.0005074,1.95352,-8.63254e+18,-0.000195352,8.63254e+18
0.0005075,1.95289,-8.41852e+18,-0.000195289,8.41852e+18
0.0005076,1.95227,-8.20981e+18,-0.000195227,8.20981e+18
0.0005077,1.95164,-8.00628e+18,-0.000195164,8.00628e+18
0.0005078,1.95101,-7.8078e+18,-0.000195101,7.8078e+18
0.0005079,1.95038,-7.61424e+18,-0.000195038,7.61424e+18
0.000508,1.94976,-7.42549e+18,-0.000194976,7.42549e+18
0.0005081,1.94913,-7.24143e+18,-0.000194913,7.24143e+18
0.0005082,1.9485,-7.06193e+18,-0.00019485,7.06193e+18
0.0005083,1.94787,-6.88689e+18,-0.000194787,6.88689e+18
0.0005084,1.94725,-6.71619e+18,-0.000194725,6.71619e+18
0.0005085,1.94662,-6.54973e+18,-0.000194662,6.54973e+18
0.0005086,1.94599,-6.3874e+18,-0.000194599,6.3874e+18
0.0005087,1.94536,-6.2291e+18,-0.000194536,6.2291e+18
0.0005088,1.94474,-6.07473e+18,-0.000194474,6.07473e+18
0.0005089,1.94411,-5.92419e+18,-0.000194411,5.92419e+18
0.000509,1.94348,-5.77738e+18,-0.000194348,5.77738e+18
0.0005091,1.94285,-5.63422e+18,-0.000194285,5.63422e+18
0.0005092,1.94223,-5.49461e+18,-0.000194223,5.49461e+18
0.0005093,1.9416,-5.35846e+18,-0.00019416,5.35846e+18
0.0005094,1.94097,-5.22569e+18,-0.000194097,5.22569e+18
0.0005095,1.94035,-5.09622e+18,-0.000194035,5.09622e+18
0.0005096,1.93972,-4.96996e+18,-0.000193972,4.96996e+18
0.0005097,1.93909,-4.84683e+18,-0.000193909,4.84683e+18
0.0005098,1.93846,-4.72676e+18,-0.000193846,4.72676e+18
0.0005099,1.93784,-4.60966e+18,-0.000193784,4.60966e+18
0.00051,1.93721,-4.49547e+18,-0.000193721,4.49547e+18
0.0005101,1.93658,-4.38412e+18,-0.000193658,4.38412e+18
0.0005102,1.93596,-4.27552e+18,-0.000193596,4.27552e+18
0.0005103,1.93533,-4.16963e+18,-0.000193533,4.16963e+18
0.0005104,1.9347,-4.06635e+18,-0.00019347,4.06635e+18
0.0005105,1.93407,-3.96564e+18,-0.000193407,3.96564e+18
0.0005106,1.93345,-3.86743e+18,-0.000193345,3.86743e+18
0.0005107,1.93282,-3.77166e+18,-0.000193282,3.77166e+18
0.0005108,1.93219,-3.67826e+18,-0.000193219,3.67826e+18
0.0005109,1.93157,-3.58717e+18,-0.000193157,3.58717e+18
0.000511,1.93094,-3.49835e+18,-0.000193094,3.49835e+18
0.0005111,1.93031,-3.41173e+18,-0.000193031,3.41173e+18
0.0005112,1.92969,-3.32725e+18,-0.000192969,3.32725e+18
0.0005113,1.92906,-3.24488e+18,-0.000192906,3.24488e+18
0.0005114,1.92843,-3.16454e+18,-0.000192843,3.16454e+18
0.0005115,1.92781,-3.0862e+18,-0.000192781,3.0862e+18
0.0005116,1.92718,-3.0098e+18,-0.000192718,3.0098e+18
0.0005117,1.92655,-2.9353e+18,-0.000192655,2.9353e+18
0.0005118,1.92593,-2.86264e+18,-0.000192593,2.86264e+18
0.0005119,1.9253,-2.79179e+18,-0.00019253,2.79179e+18
0.000512,1.92467,-2.72269e+18,-0.000192467,2.72269e+18
0.0005121,1.92405,-2.6553e+18,-0.000192405,2.6553e+18
0.0005122,1.92342,-2.58959e+18,-0.000192342,2.58959e+18
0.0005123,1.92279,-2.52551e+18,-0.000192279,2.52551e+18
0.0005124,1.92217,-2.46301e+18,-0.000192217,2.46301e+18
0.0005125,1.92154,-2.40206e+18,-0.000192154,2.40206e+18
0.0005126,1.92091,-2.34263e+18,-0.000192091,2.34263e+18
0.0005127,1.92029,-2.28467e+18,-0.000192029,2.28467e+18
0.0005128,1.91966,-2.22814e+18,-0.000191966,2.22814e+18
0.0005129,1.91904,-2.17302e+18,-0.000191904,2.17302e+18
0.000513,1.91841,-2.11926e+18,-0.000191841,2.11926e+18
0.0005131,1.91778,-2.06684e+18,-0.000191778,2.06684e+18
0.0005132,1.91716,-2.01571e+18,-0.000191716,2.01571e+18
0.0005133,1.91653,-1.96585e+18,-0.000191653,1.96585e+18
0.0005134,1.9159,-1.91723e+18,-0.00019159,1.91723e+18
0.0005135,1.91528,-1.86981e+18,-0.000191528,1.86981e+18
0.0005136,1.91465,-1.82357e+18,-0.000191465,1.82357e+18
0.0005137,1.91403,-1.77848e+18,-0.000191403,1.77848e+18
0.0005138,1.9134,-1.7345e+18,-0.00019134,1.7345e+18
0.0005139,1.91277,-1.69161e+18,-0.000191277,1.69161e+18
0.000514,1.91215,-1.64978e+18,-0.000191215,1.64978e+18
0.0005141,1.91152,-1.60899e+18,-0.000191152,1.60899e+18
0.0005142,1.9109,-1.56922e+18,-0.00019109,1.56922e+18
0.0005143,1.91027,-1.53042e+18,-0.000191027,1.53042e+18
0.0005144,1.90965,-1.49259e+18,-0.000190965,1.49259e+18
0.0005145,1.90902,-1.4557e+18,-0.000190902,1.4557e+18
0.0005146,1.90839,-1.41971e+18,-0.000190839,1.41971e+18
0.0005147,1.90777,-1.38463e+18,-0.000190777,1.38463e+18
0.0005148,1.90714,-1.35041e+18,-0.000190714,1.35041e+18
0.0005149,1.90652,-1.31703e+18,-0.000190652,1.31703e+18
0.000515,1.90589,-1.28449e+18,-0.000190589,1.28449e+18
0.0005151,1.90527,-1.25275e+18,-0.000190527,1.25275e+18
0.0005152,1.90464,-1.22179e+18,-0.000190464,1.22179e+18
0.0005153,1.90402,-1.19161e+18,-0.000190402,1.19161e+18
0.0005154,1.90339,-1.16217e+18,-0.000190339,1.16217e+18
0.0005155,1.90276,-1.13346e+18,-0.000190276,1.13346e+18
0.0005156,1.90214,-1.10546e+18,-0.000190214,1.10546e+18
0.0005157,1.90151,-1.07815e+18,-0.000190151,1.07815e+18
0.0005158,1.90089,-1.05152e+18,-0.000190089,1.05152e+18
0.0005159,1.90026,-1.02555e+18,-0.000190026,1.02555e+18
0.000516,1.89964,-1.00022e+18,-0.000189964,1.00022e+18
0.0005161,1.89901,-9.75523e+17,-0.000189901,9.75523e+17
0.0005162,1.89839,-9.51434e+17,-0.000189839,9.51434e+17
0.0005163,1.89776,-9.27941e+17,-0.000189776,9.27941e+17
0.0005164,1.89714,-9.0503e+17,-0.000189714,9.0503e+17
0.0005165,1.89651,-8.82686e+17,-0.000189651,8.82686e+17
0.0005166,1.89589,-8.60895e+17,-0.000189589,8.60895e+17
0.0005167,1.89526,-8.39643e+17,-0.000189526,8.39643e+17
0.0005168,1.89464,-8.18918e+17,-0.000189464,8.18918e+17
0.0005169,1.89401,-7.98705e+17,-0.000189401,7.98705e+17
0.000517,1.89339,-7.78992e+17,-0.000189339,7.78992e+17
0.0005171,1.89276,-7.59767e+17,-0.000189276,7.59767e+17
0.0005172,1.89214,-7.41018e+17,-0.000189214,7.41018e+17
0.0005173,1.89151,-7.22733e+17,-0.000189151,7.22733e+17
0.0005174,1.89089,-7.049e+17,-0.000189089,7.049e+17
0.0005175,1.89027,-6.87509e+17,-0.000189027,6.87509e+17
0.0005176,1.88964,-6.70548e+17,-0.000188964,6.70548e+17
0.0005177,1.88902,-6.54006e+17,-0.000188902,6.54006e+17
0.0005178,1.88839,-6.37873e+17,-0.000188839,6.37873e+17
0.0005179,1.88777,-6.2214e+17,-0.000188777,6.2214e+17
0.000518,1.88714,-6.06795e+17,-0.000188714,6.06795e+17
0.0005181,1.88652,-5.91831e+17,-0.000188652,5.91831e+17
0.0005182,1.8859,-5.77236e+17,-0.00018859,5.77236e+17
0.0005183,1.88527,-5.63002e+17,-0.000188527,5.63002e+17
0.0005184,1.88465,-5.4912e+17,-0.000188465,5.4912e+17
0.0005185,1.88402,-5.35582e+17,-0.000188402,5.35582e+17
0.0005186,1.8834,-5.22378e+17,-0.00018834,5.22378e+17
0.0005187,1.88277,-5.095e+17,-0.000188277,5.095e+17
0.0005188,1.88215,-4.96941e+17,-0.000188215,4.96941e+17
0.0005189,1.88153,-4.84693e+17,-0.000188153,4.84693e+17
0.000519,1.8809,-4.72747e+17,-0.00018809,4.72747e+17
0.0005191,1.88028,-4.61097e+17,-0.000188028,4.61097e+17
0.0005192,1.87966,-4.49734e+17,-0.000187966,4.49734e+17
0.0005193,1.87903,-4.38653e+17,-0.000187903,4.38653e+17
0.0005194,1.87841,-4.27845e+17,-0.000187841,4.27845e+17
0.0005195,1.87778,-4.17304e+17,-0.000187778,4.17304e+17
0.0005196,1.87716,-4.07024e+17,-0.000187716,4.07024e+17
0.0005197,1.87654,-3.96998e+17,-0.000187654,3.96998e+17
0.0005198,1.87591,-3.87219e+17,-0.000187591,3.87219e+17
0.0005199,1.87529,-3.77682e+17,-0.000187529,3.77682e+17
0.00052,1.87467,-3.68381e+17,-0.000187467,3.68381e+17
0.0005201,1.87404,-3.5931e+17,-0.000187404,3.5931e+17
0.0005202,1.87342,-3.50462e+17,-0.000187342,3.50462e+17
0.0005203,1.8728,-3.41833e+17,-0.00018728,3.41833e+17
0.0005204,1.87217,-3.33418e+17,-0.000187217,3.33418e+17
0.0005205,1.87155,-3.2521e+17,-0.000187155,3.2521e+17
0.0005206,1.87093,-3.17204e+17,-0.000187093,3.17204e+17
0.0005207,1.8703,-3.09397e+17,-0.00018703,3.09397e+17
0.0005208,1.86968,-3.01782e+17,-0.000186968,3.01782e+17
0.0005209,1.86906,-2.94355e+17,-0.000186906,2.94355e+17
0.000521,1.86844,-2.87112e+17,-0.000186844,2.87112e+17
0.0005211,1.86781,-2.80048e+17,-0.000186781,2.80048e+17
0.0005212,1.86719,-2.73157e+17,-0.000186719,2.73157e+17
0.0005213,1.86657,-2.66437e+17,-0.000186657,2.66437e+17
0.0005214,1.86594,-2.59883e+17,-0.000186594,2.59883e+17
0.0005215,1.86532,-2.53491e+17,-0.000186532,2.53491e+17
0.0005216,1.8647,-2.47256e+17,-0.00018647,2.47256e+17
0.0005217,1.86408,-2.41175e+17,-0.000186408,2.41175e+17
0.0005218,1.86345,-2.35245e+17,-0.000186345,2.35245e+17
0.0005219,1.86283,-2.2946e+17,-0.000186283,2.2946e+17
0.000522,1.86221,-2.23819e+17,-0.000186221,2.23819e+17
0.0005221,1.86159,-2.18316e+17,-0.000186159,2.18316e+17
0.0005222,1.86097,-2.12949e+17,-0.000186097,2.12949e+17
0.0005223,1.86034,-2.07715e+17,-0.000186034,2.07715e+17
0.0005224,1.85972,-2.0261e+17,-0.000185972,2.0261e+17
0.0005225,1.8591,-1.9763e+17,-0.00018591,1.9763e+17
0.0005226,1.85848,-1.92774e+17,-0.000185848,1.92774e+17
0.0005227,1.85785,-1.88037e+17,-0.000185785,1.88037e+17
0.0005228,1.85723,-1.83417e+17,-0.000185723,1.83417e+17
0.0005229,1.85661,-1.78911e+17,-0.000185661,1.78911e+17
0.000523,1.85599,-1.74516e+17,-0.000185599,1.74516e+17
0.0005231,1.85537,-1.70229e+17,-0.000185537,1.70229e+17
0.0005232,1.85475,-1.66048e+17,-0.000185475,1.66048e+17
0.0005233,1.85412,-1.6197e+17,-0.000185412,1.6197e+17
0.0005234,1.8535,-1.57993e+17,-0.00018535,1.57993e+17
0.0005235,1.85288,-1.54114e+17,-0.000185288,1.54114e+17
0.0005236,1.85226,-1.5033e+17,-0.000185226,1.5033e+17
0.0005237,1.85164,-1.46639e+17,-0.000185164,1.46639e+17
0.0005238,1.85102,-1.4304e+17,-0.000185102,1.4304e+17
0.0005239,1.8504,-1.39529e+17,-0.00018504,1.39529e+17
0.000524,1.84977,-1.36105e+17,-0.000184977,1.36105e+17
0.0005241,1.84915,-1.32765e+17,-0.000184915,1.32765e+17
0.0005242,1.84853,-1.29507e+17,-0.000184853,1.29507e+17
0.0005243,1.84791,-1.26329e+17,-0.000184791,1.26329e+17
0.0005244,1.84729,-1.2323e+17,-0.000184729,1.2323e+17
0.0005245,1.84667,-1.20207e+17,-0.000184667,1.20207e+17
0.0005246,1.84605,-1.17259e+17,-0.000184605,1.17259e+17
0.0005247,1.84543,-1.14383e+17,-0.000184543,1.14383e+17
0.0005248,1.84481,-1.11578e+17,-0.000184481,1.11578e+17
0.0005249,1.84419,-1.08842e+17,-0.000184419,1.08842e+17
0.000525,1.84357,-1.06173e+17,-0.000184357,1.06173e+17
0.0005251,1.84294,-1.0357e+17,-0.000184294,1.0357e+17
0.0005252,1.84232,-1.01031e+17,-0.000184232,1.01031e+17
0.0005253,1.8417,-9.85545e+16,-0.00018417,9.85545e+16
0.0005254,1.84108,-9.6139e+16,-0.000184108,9.6139e+16
0.0005255,1.84046,-9.3783e+16,-0.000184046,9.3783e+16
0.0005256,1.83984,-9.14849e+16,-0.000183984,9.14849e+16
0.0005257,1.83922,-8.92433e+16,-0.000183922,8.92433e+16
0.0005258,1.8386,-8.70569e+16,-0.00018386,8.70569e+16
0.0005259,1.83798,-8.49243e+16,-0.000183798,8.49243e+16
0.000526,1.83736,-8.28441e+16,-0.000183736,8.28441e+16
0.0005261,1.83674,-8.08151e+16,-0.000183674,8.08151e+16
0.0005262,1.83612,-7.8836e+16,-0.000183612,7.8836e+16
0.0005263,1.8355,-7.69055e+16,-0.00018355,7.69055e+16
0.0005264,1.83488,-7.50226e+16,-0.000183488,7.50226e+16
0.0005265,1.83426,-7.31859e+16,-0.000183426,7.31859e+16
0.0005266,1.83364,-7.13943e+16,-0.000183364,7.13943e+16
0.0005267,1.83302,-6.96468e+16,-0.000183302,6.96468e+16
0.0005268,1.83241,-6.79423e+16,-0.000183241,6.79423e+16
0.0005269,1.83179,-6.62796e+16,-0.000183179,6.62796e+16
0.000527,1.83117,-6.46578e+16,-0.000183117,6.46578e+16
0.0005271,1.83055,-6.30759e+16,-0.000183055,6.30759e+16
0.0005272,1.82993,-6.15328e+16,-0.000182993,6.15328e+16
0.0005273,1.82931,-6.00277e+16,-0.000182931,6.00277e+16
0.0005274,1.82869,-5.85595e+16,-0.000182869,5.85595e+16
0.0005275,1.82807,-5.71274e+16,-0.000182807,5.71274e+16
0.0005276,1.82745,-5.57304e+16,-0.000182745,5.57304e+16
0.0005277,1.82683,-5.43678e+16,-0.000182683,5.43678e+16
0.0005278,1.82621,-5.30386e+16,-0.000182621,5.30386e+16
0.0005279,1.8256,-5.17421e+16,-0.00018256,5.17421e+16
0.000528,1.82498,-5.04774e+16,-0.000182498,5.04774e+16
0.0005281,1.82436,-4.92437e+16,-0.000182436,4.92437e+16
0.0005282,1.82374,-4.80403e+16,-0.000182374,4.80403e+16
0.0005283,1.82312,-4.68665e+16,-0.000182312,4.68665e+16
0.0005284,1.8225,-4.57215e+16,-0.00018225,4.57215e+16
0.0005285,1.82188,-4.46045e+16,-0.000182188,4.46045e+16
0.0005286,1.82127,-4.3515e+16,-0.000182127,4.3515e+16
0.0005287,1.82065,-4.24522e+16,-0.000182065,4.24522e+16
0.0005288,1.82003,-4.14155e+16,-0.000182003,4.14155e+16
0.0005289,1.81941,-4.04042e+16,-0.000181941,4.04042e+16
0.000529,1.81879,-3.94178e+16,-0.000181879,3.94178e+16
0.0005291,1.81818,-3.84555e+16,-0.000181818,3.84555e+16
0.0005292,1.81756,-3.75168e+16,-0.000181756,3.75168e+16
0.0005293,1.81694,-3.66011e+16,-0.000181694,3.66011e+16
0.0005294,1.81632,-3.57079e+16,-0.000181632,3.57079e+16
0.0005295,1.81571,-3.48366e+16,-0.000181571,3.48366e+16
0.0005296,1.81509,-3.39867e+16,-0.000181509,3.39867e+16
0.0005297,1.81447,-3.31576e+16,-0.000181447,3.31576e+16
0.0005298,1.81385,-3.23488e+16,-0.000181385,3.23488e+16
0.0005299,1.81324,-3.15598e+16,-0.000181324,3.15598e+16
