time,V(N001),I(V1),I(R1),I(D1)
9.61e-05,2.56779,-4.04591e+29,-0.000256779,4.04591e+29
9.62e-05,2.5683,-4.13047e+29,-0.00025683,4.13047e+29
9.63e-05,2.56882,-4.21676e+29,-0.000256882,4.21676e+29
9.64e-05,2.56934,-4.30481e+29,-0.000256934,4.30481e+29
9.65e-05,2.56985,-4.39466e+29,-0.000256985,4.39466e+29
9.66e-05,2.57037,-4.48634e+29,-0.000257037,4.48634e+29
9.67e-05,2.57089,-4.5799e+29,-0.000257089,4.5799e+29
9.68e-05,2.5714,-4.67537e+29,-0.00025714,4.67537e+29
9.69e-05,2.57192,-4.77278e+29,-0.000257192,4.77278e+29
9.7e-05,2.57243,-4.87218e+29,-0.000257243,4.87218e+29
9.71e-05,2.57295,-4.9736e+29,-0.000257295,4.9736e+29
9.72e-05,2.57346,-5.07709e+29,-0.000257346,5.07709e+29
9.73e-05,2.57398,-5.18268e+29,-0.000257398,5.18268e+29
9.74e-05,2.57449,-5.29043e+29,-0.000257449,5.29043e+29
9.75e-05,2.57501,-5.40036e+29,-0.000257501,5.40036e+29
9.76e-05,2.57552,-5.51253e+29,-0.000257552,5.51253e+29
9.77e-05,2.57603,-5.62698e+29,-0.000257603,5.62698e+29
9.78e-05,2.57655,-5.74375e+29,-0.000257655,5.74375e+29
9.79e-05,2.57706,-5.86289e+29,-0.000257706,5.86289e+29
9.8e-05,2.57757,-5.98445e+29,-0.000257757,5.98445e+29
9.81e-05,2.57809,-6.10847e+29,-0.000257809,6.10847e+29
9.82e-05,2.5786,-6.23501e+29,-0.00025786,6.23501e+29
9.83e-05,2.57911,-6.3641e+29,-0.000257911,6.3641e+29
9.84e-05,2.57962,-6.49582e+29,-0.000257962,6.49582e+29
9.85e-05,2.58013,-6.63019e+29,-0.000258013,6.63019e+29
9.86e-05,2.58065,-6.76729e+29,-0.000258065,6.76729e+29
9.87e-05,2.58116,-6.90716e+29,-0.000258116,6.90716e+29
9.88e-05,2.58167,-7.04985e+29,-0.000258167,7.04985e+29
9.89e-05,2.58218,-7.19542e+29,-0.000258218,7.19542e+29
9.9e-05,2.58269,-7.34394e+29,-0.000258269,7.34394e+29
9.91e-05,2.5832,-7.49545e+29,-0.00025832,7.49545e+29
9.92e-05,2.58371,-7.65001e+29,-0.000258371,7.65001e+29
9.93e-05,2.58422,-7.80769e+29,-0.000258422,7.80769e+29
9.94e-05,2.58473,-7.96855e+29,-0.000258473,7.96855e+29
9.95e-05,2.58524,-8.13264e+29,-0.000258524,8.13264e+29
9.96e-05,2.58575,-8.30004e+29,-0.000258575,8.30004e+29
9.97e-05,2.58626,-8.47081e+29,-0.000258626,8.47081e+29
9.98e-05,2.58677,-8.64501e+29,-0.000258677,8.64501e+29
9.99e-05,2.58728,-8.82271e+29,-0.000258728,8.82271e+29
0.0001,2.58779,-9.00397e+29,-0.000258779,9.00397e+29
0.0001001,2.58829,-9.18888e+29,-0.000258829,9.18888e+29
0.0001002,2.5888,-9.3775e+29,-0.00025888,9.3775e+29
0.0001003,2.58931,-9.5699e+29,-0.000258931,9.5699e+29
0.0001004,2.58982,-9.76616e+29,-0.000258982,9.76616e+29
0.0001005,2.59032,-9.96634e+29,-0.000259032,9.96634e+29
0.0001006,2.59083,-1.01705e+30,-0.000259083,1.01705e+30
0.0001007,2.59134,-1.03788e+30,-0.000259134,1.03788e+30
0.0001008,2.59184,-1.05913e+30,-0.000259184,1.05913e+30
0.0001009,2.59235,-1.0808e+30,-0.000259235,1.0808e+30
0.000101,2.59286,-1.1029e+30,-0.000259286,1.1029e+30
0.0001011,2.59336,-1.12545e+30,-0.000259336,1.12545e+30
0.0001012,2.59387,-1.14844e+30,-0.000259387,1.14844e+30
0.0001013,2.59437,-1.17189e+30,-0.000259437,1.17189e+30
0.0001014,2.59488,-1.19581e+30,-0.000259488,1.19581e+30
0.0001015,2.59538,-1.22021e+30,-0.000259538,1.22021e+30
0.0001016,2.59589,-1.2451e+30,-0.000259589,1.2451e+30
0.0001017,2.59639,-1.27048e+30,-0.000259639,1.27048e+30
0.0001018,2.5969,-1.29636e+30,-0.00025969,1.29636e+30
0.0001019,2.5974,-1.32276e+30,-0.00025974,1.32276e+30
0.000102,2.5979,-1.34968e+30,-0.00025979,1.34968e+30
0.0001021,2.59841,-1.37714e+30,-0.000259841,1.37714e+30
0.0001022,2.59891,-1.40515e+30,-0.000259891,1.40515e+30
0.0001023,2.59941,-1.43371e+30,-0.000259941,1.43371e+30
0.0001024,2.59992,-1.46284e+30,-0.000259992,1.46284e+30
0.0001025,2.60042,-1.49254e+30,-0.000260042,1.49254e+30
0.0001026,2.60092,-1.52283e+30,-0.000260092,1.52283e+30
0.0001027,2.60142,-1.55373e+30,-0.000260142,1.55373e+30
0.0001028,2.60193,-1.58523e+30,-0.000260193,1.58523e+30
0.0001029,2.60243,-1.61736e+30,-0.000260243,1.61736e+30
0.000103,2.60293,-1.65013e+30,-0.000260293,1.65013e+30
0.0001031,2.60343,-1.68354e+30,-0.000260343,1.68354e+30
0.0001032,2.60393,-1.71761e+30,-0.000260393,1.71761e+30
0.0001033,2.60443,-1.75236e+30,-0.000260443,1.75236e+30
0.0001034,2.60493,-1.78779e+30,-0.000260493,1.78779e+30
0.0001035,2.60543,-1.82392e+30,-0.000260543,1.82392e+30
0.0001036,2.60593,-1.86076e+30,-0.000260593,1.86076e+30
0.0001037,2.60643,-1.89833e+30,-0.000260643,1.89833e+30
0.0001038,2.60693,-1.93664e+30,-0.000260693,1.93664e+30
0.0001039,2.60743,-1.9757e+30,-0.000260743,1.9757e+30
0.000104,2.60793,-2.01553e+30,-0.000260793,2.01553e+30
0.0001041,2.60843,-2.05615e+30,-0.000260843,2.05615e+30
0.0001042,2.60893,-2.09756e+30,-0.000260893,2.09756e+30
0.0001043,2.60943,-2.13978e+30,-0.000260943,2.13978e+30
0.0001044,2.60992,-2.18284e+30,-0.000260992,2.18284e+30
0.0001045,2.61042,-2.22674e+30,-0.000261042,2.22674e+30
0.0001046,2.61092,-2.2715e+30,-0.000261092,2.2715e+30
0.0001047,2.61142,-2.31714e+30,-0.000261142,2.31714e+30
0.0001048,2.61191,-2.36367e+30,-0.000261191,2.36367e+30
0.0001049,2.61241,-2.41112e+30,-0.000261241,2.41112e+30
0.000105,2.61291,-2.45949e+30,-0.000261291,2.45949e+30
0.0001051,2.6134,-2.50881e+30,-0.00026134,2.50881e+30
0.0001052,2.6139,-2.55909e+30,-0.00026139,2.55909e+30
0.0001053,2.6144,-2.61035e+30,-0.00026144,2.61035e+30
0.0001054,2.61489,-2.66262e+30,-0.000261489,2.66262e+30
0.0001055,2.61539,-2.71591e+30,-0.000261539,2.71591e+30
0.0001056,2.61588,-2.77023e+30,-0.000261588,2.77023e+30
0.0001057,2.61638,-2.82562e+30,-0.000261638,2.82562e+30
0.0001058,2.61687,-2.88208e+30,-0.000261687,2.88208e+30
0.0001059,2.61737,-2.93965e+30,-0.000261737,2.93965e+30
0.000106,2.61786,-2.99833e+30,-0.000261786,2.99833e+30
0.0001061,2.61835,-3.05816e+30,-0.000261835,3.05816e+30
0.0001062,2.61885,-3.11915e+30,-0.000261885,3.11915e+30
0.0001063,2.61934,-3.18132e+30,-0.000261934,3.18132e+30
0.0001064,2.61983,-3.2447e+30,-0.000261983,3.2447e+30
0.0001065,2.62033,-3.30931e+30,-0.000262033,3.30931e+30
0.0001066,2.62082,-3.37518e+30,-0.000262082,3.37518e+30
0.0001067,2.62131,-3.44232e+30,-0.000262131,3.44232e+30
0.0001068,2.6218,-3.51077e+30,-0.00026218,3.51077e+30
0.0001069,2.6223,-3.58054e+30,-0.00026223,3.58054e+30
0.000107,2.62279,-3.65166e+30,-0.000262279,3.65166e+30
0.0001071,2.62328,-3.72416e+30,-0.000262328,3.72416e+30
0.0001072,2.62377,-3.79806e+30,-0.000262377,3.79806e+30
0.0001073,2.62426,-3.87338e+30,-0.000262426,3.87338e+30
0.0001074,2.62475,-3.95017e+30,-0.000262475,3.95017e+30
0.0001075,2.62524,-4.02843e+30,-0.000262524,4.02843e+30
0.0001076,2.62573,-4.10821e+30,-0.000262573,4.10821e+30
0.0001077,2.62622,-4.18952e+30,-0.000262622,4.18952e+30
0.0001078,2.62671,-4.2724e+30,-0.000262671,4.2724e+30
0.0001079,2.6272,-4.35688e+30,-0.00026272,4.35688e+30
0.000108,2.62769,-4.44298e+30,-0.000262769,4.44298e+30
0.0001081,2.62818,-4.53074e+30,-0.000262818,4.53074e+30
0.0001082,2.62867,-4.62019e+30,-0.000262867,4.62019e+30
0.0001083,2.62916,-4.71135e+30,-0.000262916,4.71135e+30
0.0001084,2.62965,-4.80427e+30,-0.000262965,4.80427e+30
0.0001085,2.63013,-4.89897e+30,-0.000263013,4.89897e+30
0.0001086,2.63062,-4.99549e+30,-0.000263062,4.99549e+30
0.0001087,2.63111,-5.09386e+30,-0.000263111,5.09386e+30
0.0001088,2.6316,-5.19412e+30,-0.00026316,5.19412e+30
0.0001089,2.63208,-5.29629e+30,-0.000263208,5.29629e+30
0.000109,2.63257,-5.40042e+30,-0.000263257,5.40042e+30
0.0001091,2.63306,-5.50655e+30,-0.000263306,5.50655e+30
0.0001092,2.63354,-5.6147e+30,-0.000263354,5.6147e+30
0.0001093,2.63403,-5.72492e+30,-0.000263403,5.72492e+30
0.0001094,2.63451,-5.83724e+30,-0.000263451,5.83724e+30
0.0001095,2.635,-5.95171e+30,-0.0002635,5.95171e+30
0.0001096,2.63549,-6.06837e+30,-0.000263549,6.06837e+30
0.0001097,2.63597,-6.18724e+30,-0.000263597,6.18724e+30
0.0001098,2.63646,-6.30839e+30,-0.000263646,6.30839e+30
0.0001099,2.63694,-6.43184e+30,-0.000263694,6.43184e+30
0.00011,2.63742,-6.55764e+30,-0.000263742,6.55764e+30
0.0001101,2.63791,-6.68583e+30,-0.000263791,6.68583e+30
0.0001102,2.63839,-6.81646e+30,-0.000263839,6.81646e+30
0.0001103,2.63888,-6.94957e+30,-0.000263888,6.94957e+30
0.0001104,2.63936,-7.08522e+30,-0.000263936,7.08522e+30
0.0001105,2.63984,-7.22343e+30,-0.000263984,7.22343e+30
0.0001106,2.64032,-7.36427e+30,-0.000264032,7.36427e+30
0.0001107,2.64081,-7.50777e+30,-0.000264081,7.50777e+30
0.0001108,2.64129,-7.654e+30,-0.000264129,7.654e+30
0.0001109,2.64177,-7.803e+30,-0.000264177,7.803e+30
0.000111,2.64225,-7.95481e+30,-0.000264225,7.95481e+30
0.0001111,2.64273,-8.1095e+30,-0.000264273,8.1095e+30
0.0001112,2.64322,-8.26711e+30,-0.000264322,8.26711e+30
0.0001113,2.6437,-8.4277e+30,-0.00026437,8.4277e+30
0.0001114,2.64418,-8.59132e+30,-0.000264418,8.59132e+30
0.0001115,2.64466,-8.75802e+30,-0.000264466,8.75802e+30
0.0001116,2.64514,-8.92788e+30,-0.000264514,8.92788e+30
0.0001117,2.64562,-9.10093e+30,-0.000264562,9.10093e+30
0.0001118,2.6461,-9.27724e+30,-0.00026461,9.27724e+30
0.0001119,2.64658,-9.45687e+30,-0.000264658,9.45687e+30
0.000112,2.64706,-9.63989e+30,-0.000264706,9.63989e+30
0.0001121,2.64753,-9.82634e+30,-0.000264753,9.82634e+30
0.0001122,2.64801,-1.00163e+31,-0.000264801,1.00163e+31
0.0001123,2.64849,-1.02098e+31,-0.000264849,1.02098e+31
0.0001124,2.64897,-1.0407e+31,-0.000264897,1.0407e+31
0.0001125,2.64945,-1.06078e+31,-0.000264945,1.06078e+31
0.0001126,2.64993,-1.08125e+31,-0.000264993,1.08125e+31
0.0001127,2.6504,-1.10209e+31,-0.00026504,1.10209e+31
0.0001128,2.65088,-1.12333e+31,-0.000265088,1.12333e+31
0.0001129,2.65136,-1.14496e+31,-0.000265136,1.14496e+31
0.000113,2.65183,-1.167e+31,-0.000265183,1.167e+31
0.0001131,2.65231,-1.18945e+31,-0.000265231,1.18945e+31
0.0001132,2.65279,-1.21232e+31,-0.000265279,1.21232e+31
0.0001133,2.65326,-1.23561e+31,-0.000265326,1.23561e+31
0.0001134,2.65374,-1.25934e+31,-0.000265374,1.25934e+31
0.0001135,2.65421,-1.28352e+31,-0.000265421,1.28352e+31
0.0001136,2.65469,-1.30814e+31,-0.000265469,1.30814e+31
0.0001137,2.65516,-1.33322e+31,-0.000265516,1.33322e+31
0.0001138,2.65564,-1.35877e+31,-0.000265564,1.35877e+31
0.0001139,2.65611,-1.3848e+31,-0.000265611,1.3848e+31
0.000114,2.65659,-1.41131e+31,-0.000265659,1.41131e+31
0.0001141,2.65706,-1.43831e+31,-0.000265706,1.43831e+31
0.0001142,2.65753,-1.46581e+31,-0.000265753,1.46581e+31
0.0001143,2.65801,-1.49382e+31,-0.000265801,1.49382e+31
0.0001144,2.65848,-1.52236e+31,-0.000265848,1.52236e+31
0.0001145,2.65895,-1.55142e+31,-0.000265895,1.55142e+31
0.0001146,2.65942,-1.58102e+31,-0.000265942,1.58102e+31
0.0001147,2.6599,-1.61116e+31,-0.00026599,1.61116e+31
0.0001148,2.66037,-1.64187e+31,-0.000266037,1.64187e+31
0.0001149,2.66084,-1.67314e+31,-0.000266084,1.67314e+31
0.000115,2.66131,-1.70499e+31,-0.000266131,1.70499e+31
0.0001151,2.66178,-1.73743e+31,-0.000266178,1.73743e+31
0.0001152,2.66225,-1.77047e+31,-0.000266225,1.77047e+31
0.0001153,2.66272,-1.80412e+31,-0.000266272,1.80412e+31
0.0001154,2.6632,-1.83838e+31,-0.00026632,1.83838e+31
0.0001155,2.66367,-1.87328e+31,-0.000266367,1.87328e+31
0.0001156,2.66414,-1.90882e+31,-0.000266414,1.90882e+31
0.0001157,2.6646,-1.94502e+31,-0.00026646,1.94502e+31
0.0001158,2.66507,-1.98188e+31,-0.000266507,1.98188e+31
0.0001159,2.66554,-2.01941e+31,-0.000266554,2.01941e+31
0.000116,2.66601,-2.05764e+31,-0.000266601,2.05764e+31
0.0001161,2.66648,-2.09657e+31,-0.000266648,2.09657e+31
0.0001162,2.66695,-2.13621e+31,-0.000266695,2.13621e+31
0.0001163,2.66742,-2.17658e+31,-0.000266742,2.17658e+31
0.0001164,2.66788,-2.21769e+31,-0.000266788,2.21769e+31
0.0001165,2.66835,-2.25955e+31,-0.000266835,2.25955e+31
0.0001166,2.66882,-2.30218e+31,-0.000266882,2.30218e+31
0.0001167,2.66929,-2.34559e+31,-0.000266929,2.34559e+31
0.0001168,2.66975,-2.38979e+31,-0.000266975,2.38979e+31
0.0001169,2.67022,-2.43479e+31,-0.000267022,2.43479e+31
0.000117,2.67069,-2.48062e+31,-0.000267069,2.48062e+31
0.0001171,2.67115,-2.52728e+31,-0.000267115,2.52728e+31
0.0001172,2.67162,-2.5748e+31,-0.000267162,2.5748e+31
0.0001173,2.67208,-2.62318e+31,-0.000267208,2.62318e+31
0.0001174,2.67255,-2.67244e+31,-0.000267255,2.67244e+31
0.0001175,2.67301,-2.7226e+31,-0.000267301,2.7226e+31
0.0001176,2.67348,-2.77367e+31,-0.000267348,2.77367e+31
0.0001177,2.67394,-2.82566e+31,-0.000267394,2.82566e+31
0.0001178,2.67441,-2.8786e+31,-0.000267441,2.8786e+31
0.0001179,2.67487,-2.9325e+31,-0.000267487,2.9325e+31
0.000118,2.67533,-2.98738e+31,-0.000267533,2.98738e+31
0.0001181,2.6758,-3.04326e+31,-0.00026758,3.04326e+31
0.0001182,2.67626,-3.10014e+31,-0.000267626,3.10014e+31
0.0001183,2.67672,-3.15806e+31,-0.000267672,3.15806e+31
0.0001184,2.67718,-3.21702e+31,-0.000267718,3.21702e+31
0.0001185,2.67765,-3.27705e+31,-0.000267765,3.27705e+31
0.0001186,2.67811,-3.33816e+31,-0.000267811,3.33816e+31
0.0001187,2.67857,-3.40038e+31,-0.000267857,3.40038e+31
0.0001188,2.67903,-3.46372e+31,-0.000267903,3.46372e+31
0.0001189,2.67949,-3.5282e+31,-0.000267949,3.5282e+31
0.000119,2.67995,-3.59384e+31,-0.000267995,3.59384e+31
0.0001191,2.68041,-3.66066e+31,-0.000268041,3.66066e+31
0.0001192,2.68087,-3.72869e+31,-0.000268087,3.72869e+31
0.0001193,2.68133,-3.79794e+31,-0.000268133,3.79794e+31
0.0001194,2.68179,-3.86843e+31,-0.000268179,3.86843e+31
0.0001195,2.68225,-3.94019e+31,-0.000268225,3.94019e+31
0.0001196,2.68271,-4.01324e+31,-0.000268271,4.01324e+31
0.0001197,2.68317,-4.0876e+31,-0.000268317,4.0876e+31
0.0001198,2.68363,-4.16329e+31,-0.000268363,4.16329e+31
0.0001199,2.68409,-4.24034e+31,-0.000268409,4.24034e+31
0.00012,2.68455,-4.31877e+31,-0.000268455,4.31877e+31
0.0001201,2.685,-4.3986e+31,-0.0002685,4.3986e+31
0.0001202,2.68546,-4.47985e+31,-0.000268546,4.47985e+31
0.0001203,2.68592,-4.56256e+31,-0.000268592,4.56256e+31
0.0001204,2.68638,-4.64675e+31,-0.000268638,4.64675e+31
0.0001205,2.68683,-4.73243e+31,-0.000268683,4.73243e+31
0.0001206,2.68729,-4.81965e+31,-0.000268729,4.81965e+31
0.0001207,2.68775,-4.90842e+31,-0.000268775,4.90842e+31
0.0001208,2.6882,-4.99877e+31,-0.00026882,4.99877e+31
0.0001209,2.68866,-5.09072e+31,-0.000268866,5.09072e+31
0.000121,2.68911,-5.18432e+31,-0.000268911,5.18432e+31
0.0001211,2.68957,-5.27957e+31,-0.000268957,5.27957e+31
0.0001212,2.69002,-5.37652e+31,-0.000269002,5.37652e+31
0.0001213,2.69048,-5.47519e+31,-0.000269048,5.47519e+31
0.0001214,2.69093,-5.57561e+31,-0.000269093,5.57561e+31
0.0001215,2.69139,-5.6778e+31,-0.000269139,5.6778e+31
0.0001216,2.69184,-5.78181e+31,-0.000269184,5.78181e+31
0.0001217,2.69229,-5.88766e+31,-0.000269229,5.88766e+31
0.0001218,2.69275,-5.99538e+31,-0.000269275,5.99538e+31
0.0001219,2.6932,-6.10501e+31,-0.00026932,6.10501e+31
0.000122,2.69365,-6.21657e+31,-0.000269365,6.21657e+31
0.0001221,2.69411,-6.3301e+31,-0.000269411,6.3301e+31
0.0001222,2.69456,-6.44563e+31,-0.000269456,6.44563e+31
0.0001223,2.69501,-6.5632e+31,-0.000269501,6.5632e+31
0.0001224,2.69546,-6.68284e+31,-0.000269546,6.68284e+31
0.0001225,2.69591,-6.80459e+31,-0.000269591,6.80459e+31
0.0001226,2.69636,-6.92848e+31,-0.000269636,6.92848e+31
0.0001227,2.69681,-7.05455e+31,-0.000269681,7.05455e+31
0.0001228,2.69727,-7.18283e+31,-0.000269727,7.18283e+31
0.0001229,2.69772,-7.31337e+31,-0.000269772,7.31337e+31
0.000123,2.69817,-7.44619e+31,-0.000269817,7.44619e+31
0.0001231,2.69862,-7.58134e+31,-0.000269862,7.58134e+31
0.0001232,2.69906,-7.71886e+31,-0.000269906,7.71886e+31
0.0001233,2.69951,-7.85879e+31,-0.000269951,7.85879e+31
0.0001234,2.69996,-8.00117e+31,-0.000269996,8.00117e+31
0.0001235,2.70041,-8.14604e+31,-0.000270041,8.14604e+31
0.0001236,2.70086,-8.29344e+31,-0.000270086,8.29344e+31
0.0001237,2.70131,-8.44341e+31,-0.000270131,8.44341e+31
0.0001238,2.70176,-8.596e+31,-0.000270176,8.596e+31
0.0001239,2.7022,-8.75125e+31,-0.00027022,8.75125e+31
0.000124,2.70265,-8.9092e+31,-0.000270265,8.9092e+31
0.0001241,2.7031,-9.06991e+31,-0.00027031,9.06991e+31
0.0001242,2.70354,-9.23341e+31,-0.000270354,9.23341e+31
0.0001243,2.70399,-9.39975e+31,-0.000270399,9.39975e+31
0.0001244,2.70444,-9.56898e+31,-0.000270444,9.56898e+31
0.0001245,2.70488,-9.74116e+31,-0.000270488,9.74116e+31
0.0001246,2.70533,-9.91632e+31,-0.000270533,9.91632e+31
0.0001247,2.70577,-1.00945e+32,-0.000270577,1.00945e+32
0.0001248,2.70622,-1.02758e+32,-0.000270622,1.02758e+32
0.0001249,2.70666,-1.04602e+32,-0.000270666,1.04602e+32
0.000125,2.70711,-1.06478e+32,-0.000270711,1.06478e+32
0.0001251,2.70755,-1.08387e+32,-0.000270755,1.08387e+32
0.0001252,2.70799,-1.10329e+32,-0.000270799,1.10329e+32
0.0001253,2.70844,-1.12304e+32,-0.000270844,1.12304e+32
0.0001254,2.70888,-1.14313e+32,-0.000270888,1.14313e+32
0.0001255,2.70932,-1.16357e+32,-0.000270932,1.16357e+32
0.0001256,2.70977,-1.18436e+32,-0.000270977,1.18436e+32
0.0001257,2.71021,-1.20551e+32,-0.000271021,1.20551e+32
0.0001258,2.71065,-1.22702e+32,-0.000271065,1.22702e+32
0.0001259,2.71109,-1.2489e+32,-0.000271109,1.2489e+32
0.000126,2.71154,-1.27116e+32,-0.000271154,1.27116e+32
0.0001261,2.71198,-1.2938e+32,-0.000271198,1.2938e+32
0.0001262,2.71242,-1.31683e+32,-0.000271242,1.31683e+32
0.0001263,2.71286,-1.34025e+32,-0.000271286,1.34025e+32
0.0001264,2.7133,-1.36407e+32,-0.00027133,1.36407e+32
0.0001265,2.71374,-1.38831e+32,-0.000271374,1.38831e+32
0.0001266,2.71418,-1.41295e+32,-0.000271418,1.41295e+32
0.0001267,2.71462,-1.43802e+32,-0.000271462,1.43802e+32
0.0001268,2.71506,-1.46352e+32,-0.000271506,1.46352e+32
0.0001269,2.7155,-1.48945e+32,-0.00027155,1.48945e+32
0.000127,2.71594,-1.51583e+32,-0.000271594,1.51583e+32
0.0001271,2.71638,-1.54265e+32,-0.000271638,1.54265e+32
0.0001272,2.71681,-1.56993e+32,-0.000271681,1.56993e+32
0.0001273,2.71725,-1.59768e+32,-0.000271725,1.59768e+32
0.0001274,2.71769,-1.62589e+32,-0.000271769,1.62589e+32
0.0001275,2.71813,-1.65459e+32,-0.000271813,1.65459e+32
0.0001276,2.71856,-1.68377e+32,-0.000271856,1.68377e+32
0.0001277,2.719,-1.71345e+32,-0.0002719,1.71345e+32
0.0001278,2.71944,-1.74364e+32,-0.000271944,1.74364e+32
0.0001279,2.71987,-1.77433e+32,-0.000271987,1.77433e+32
0.000128,2.72031,-1.80554e+32,-0.000272031,1.80554e+32
0.0001281,2.72074,-1.83729e+32,-0.000272074,1.83729e+32
0.0001282,2.72118,-1.86956e+32,-0.000272118,1.86956e+32
0.0001283,2.72162,-1.90239e+32,-0.000272162,1.90239e+32
0.0001284,2.72205,-1.93577e+32,-0.000272205,1.93577e+32
0.0001285,2.72248,-1.96971e+32,-0.000272248,1.96971e+32
0.0001286,2.72292,-2.00422e+32,-0.000272292,2.00422e+32
0.0001287,2.72335,-2.03932e+32,-0.000272335,2.03932e+32
0.0001288,2.72379,-2.07501e+32,-0.000272379,2.07501e+32
0.0001289,2.72422,-2.11129e+32,-0.000272422,2.11129e+32
0.000129,2.72465,-2.14819e+32,-0.000272465,2.14819e+32
0.0001291,2.72509,-2.18571e+32,-0.000272509,2.18571e+32
0.0001292,2.72552,-2.22385e+32,-0.000272552,2.22385e+32
0.0001293,2.72595,-2.26264e+32,-0.000272595,2.26264e+32
0.0001294,2.72638,-2.30208e+32,-0.000272638,2.30208e+32
0.0001295,2.72681,-2.34217e+32,-0.000272681,2.34217e+32
0.0001296,2.72725,-2.38294e+32,-0.000272725,2.38294e+32
0.0001297,2.72768,-2.42439e+32,-0.000272768,2.42439e+32
0.0001298,2.72811,-2.46653e+32,-0.000272811,2.46653e+32
0.0001299,2.72854,-2.50938e+32,-0.000272854,2.50938e+32
0.00013,2.72897,-2.55294e+32,-0.000272897,2.55294e+32
0.0001301,2.7294,-2.59723e+32,-0.00027294,2.59723e+32
0.0001302,2.72983,-2.64225e+32,-0.000272983,2.64225e+32
0.0001303,2.73026,-2.68803e+32,-0.000273026,2.68803e+32
0.0001304,2.73069,-2.73456e+32,-0.000273069,2.73456e+32
0.0001305,2.73112,-2.78187e+32,-0.000273112,2.78187e+32
0.0001306,2.73154,-2.82997e+32,-0.000273154,2.82997e+32
0.0001307,2.73197,-2.87886e+32,-0.000273197,2.87886e+32
0.0001308,2.7324,-2.92857e+32,-0.00027324,2.92857e+32
0.0001309,2.73283,-2.9791e+32,-0.000273283,2.9791e+32
0.000131,2.73326,-3.03046e+32,-0.000273326,3.03046e+32
0.0001311,2.73368,-3.08268e+32,-0.000273368,3.08268e+32
0.0001312,2.73411,-3.13575e+32,-0.000273411,3.13575e+32
0.0001313,2.73454,-3.18971e+32,-0.000273454,3.18971e+32
0.0001314,2.73496,-3.24455e+32,-0.000273496,3.24455e+32
0.0001315,2.73539,-3.30031e+32,-0.000273539,3.30031e+32
0.0001316,2.73581,-3.35698e+32,-0.000273581,3.35698e+32
0.0001317,2.73624,-3.41458e+32,-0.000273624,3.41458e+32
0.0001318,2.73666,-3.47313e+32,-0.000273666,3.47313e+32
0.0001319,2.73709,-3.53264e+32,-0.000273709,3.53264e+32
0.000132,2.73751,-3.59314e+32,-0.000273751,3.59314e+32
0.0001321,2.73794,-3.65462e+32,-0.000273794,3.65462e+32
0.0001322,2.73836,-3.71712e+32,-0.000273836,3.71712e+32
0.0001323,2.73878,-3.78063e+32,-0.000273878,3.78063e+32
0.0001324,2.73921,-3.84519e+32,-0.000273921,3.84519e+32
0.0001325,2.73963,-3.91081e+32,-0.000273963,3.91081e+32
0.0001326,2.74005,-3.9775e+32,-0.000274005,3.9775e+32
0.0001327,2.74048,-4.04528e+32,-0.000274048,4.04528e+32
0.0001328,2.7409,-4.11416e+32,-0.00027409,4.11416e+32
0.0001329,2.74132,-4.18417e+32,-0.000274132,4.18417e+32
0.000133,2.74174,-4.25533e+32,-0.000274174,4.25533e+32
0.0001331,2.74216,-4.32764e+32,-0.000274216,4.32764e+32
0.0001332,2.74258,-4.40113e+32,-0.000274258,4.40113e+32
0.0001333,2.743,-4.47581e+32,-0.0002743,4.47581e+32
0.0001334,2.74343,-4.55171e+32,-0.000274343,4.55171e+32
0.0001335,2.74385,-4.62884e+32,-0.000274385,4.62884e+32
0.0001336,2.74426,-4.70722e+32,-0.000274426,4.70722e+32
0.0001337,2.74468,-4.78687e+32,-0.000274468,4.78687e+32
0.0001338,2.7451,-4.86782e+32,-0.00027451,4.86782e+32
0.0001339,2.74552,-4.95007e+32,-0.000274552,4.95007e+32
0.000134,2.74594,-5.03366e+32,-0.000274594,5.03366e+32
0.0001341,2.74636,-5.11859e+32,-0.000274636,5.11859e+32
0.0001342,2.74678,-5.2049e+32,-0.000274678,5.2049e+32
0.0001343,2.7472,-5.2926e+32,-0.00027472,5.2926e+32
0.0001344,2.74761,-5.38171e+32,-0.000274761,5.38171e+32
0.0001345,2.74803,-5.47226e+32,-0.000274803,5.47226e+32
0.0001346,2.74845,-5.56427e+32,-0.000274845,5.56427e+32
0.0001347,2.74886,-5.65776e+32,-0.000274886,5.65776e+32
0.0001348,2.74928,-5.75275e+32,-0.000274928,5.75275e+32
0.0001349,2.7497,-5.84927e+32,-0.00027497,5.84927e+32
0.000135,2.75011,-5.94734e+32,-0.000275011,5.94734e+32
0.0001351,2.75053,-6.04697e+32,-0.000275053,6.04697e+32
0.0001352,2.75094,-6.14821e+32,-0.000275094,6.14821e+32
0.0001353,2.75136,-6.25106e+32,-0.000275136,6.25106e+32
0.0001354,2.75177,-6.35557e+32,-0.000275177,6.35557e+32
0.0001355,2.75218,-6.46174e+32,-0.000275218,6.46174e+32
0.0001356,2.7526,-6.5696e+32,-0.00027526,6.5696e+32
0.0001357,2.75301,-6.67919e+32,-0.000275301,6.67919e+32
0.0001358,2.75343,-6.79053e+32,-0.000275343,6.79053e+32
0.0001359,2.75384,-6.90364e+32,-0.000275384,6.90364e+32
