time,V(N001),I(V1),I(R1),I(D1)
2.9e-05,2.18121,-7.78798e+22,-0.000218121,7.78798e+22
3e-05,2.18738,-9.97023e+22,-0.000218738,9.97023e+22
3.1e-05,2.19355,-1.27602e+23,-0.000219355,1.27602e+23
3.2e-05,2.19971,-1.63259e+23,-0.000219971,1.63259e+23
3.3e-05,2.20586,-2.08813e+23,-0.000220586,2.08813e+23
3.4e-05,2.21201,-2.66993e+23,-0.000221201,2.66993e+23
3.5e-05,2.21814,-3.41267e+23,-0.000221814,3.41267e+23
3.6e-05,2.22427,-4.36054e+23,-0.000222427,4.36054e+23
3.7e-05,2.23039,-5.56971e+23,-0.000223039,5.56971e+23
3.8e-05,2.2365,-7.11159e+23,-0.00022365,7.11159e+23
3.9e-05,2.2426,-9.07693e+23,-0.00022426,9.07693e+23
4e-05,2.24869,-1.1581e+24,-0.000224869,1.1581e+24
4.1e-05,2.25477,-1.477e+24,-0.000225477,1.477e+24
4.2e-05,2.26084,-1.88295e+24,-0.000226084,1.88295e+24
4.3e-05,2.2669,-2.3995e+24,-0.00022669,2.3995e+24
4.4e-05,2.27295,-3.05646e+24,-0.000227295,3.05646e+24
4.5e-05,2.27899,-3.89162e+24,-0.000227899,3.89162e+24
4.6e-05,2.28502,-4.95279e+24,-0.000228502,4.95279e+24
4.7e-05,2.29104,-6.30049e+24,-0.000229104,6.30049e+24
4.8e-05,2.29704,-8.01123e+24,-0.000229704,8.01123e+24
4.9e-05,2.30304,-1.01817e+25,-0.000230304,1.01817e+25
5e-05,2.30902,-1.2934e+25,-0.000230902,1.2934e+25
5.1e-05,2.31499,-1.64223e+25,-0.000231499,1.64223e+25
5.2e-05,2.32094,-2.08411e+25,-0.000232094,2.08411e+25
5.3e-05,2.32689,-2.64354e+25,-0.000232689,2.64354e+25
5.4e-05,2.33282,-3.3514e+25,-0.000233282,3.3514e+25
5.5e-05,2.33874,-4.24658e+25,-0.000233874,4.24658e+25
5.6e-05,2.34464,-5.37798e+25,-0.000234464,5.37798e+25
5.7e-05,2.35053,-6.80712e+25,-0.000235053,6.80712e+25
5.8e-05,2.35641,-8.61127e+25,-0.000235641,8.61127e+25
5.9e-05,2.36228,-1.08875e+26,-0.000236228,1.08875e+26
6e-05,2.36812,-1.37574e+26,-0.000236812,1.37574e+26
6.1e-05,2.37396,-1.73738e+26,-0.000237396,1.73738e+26
6.2e-05,2.37978,-2.19279e+26,-0.000237978,2.19279e+26
6.3e-05,2.38558,-2.76591e+26,-0.000238558,2.76591e+26
6.4e-05,2.39137,-3.48671e+26,-0.000239137,3.48671e+26
6.5e-05,2.39715,-4.39262e+26,-0.000239715,4.39262e+26
6.6e-05,2.40291,-5.53045e+26,-0.000240291,5.53045e+26
6.7e-05,2.40865,-6.95857e+26,-0.000240865,6.95857e+26
6.8e-05,2.41438,-8.74983e+26,-0.000241438,8.74983e+26
6.9e-05,2.42009,-1.0995e+27,-0.000242009,1.0995e+27
7e-05,2.42578,-1.38071e+27,-0.000242578,1.38071e+27
7.1e-05,2.43146,-1.73268e+27,-0.000243146,1.73268e+27
7.2e-05,2.43712,-2.17289e+27,-0.000243712,2.17289e+27
7.3e-05,2.44276,-2.72306e+27,-0.000244276,2.72306e+27
7.4e-05,2.44838,-3.41014e+27,-0.000244838,3.41014e+27
7.5e-05,2.45399,-4.26758e+27,-0.000245399,4.26758e+27
7.6e-05,2.45958,-5.33677e+27,-0.000245958,5.33677e+27
7.7e-05,2.46515,-6.669e+27,-0.000246515,6.669e+27
7.8e-05,2.4707,-8.32767e+27,-0.00024707,8.32767e+27
7.9e-05,2.47624,-1.03911e+28,-0.000247624,1.03911e+28
8e-05,2.48175,-1.29562e+28,-0.000248175,1.29562e+28
8.1e-05,2.48725,-1.61421e+28,-0.000248725,1.61421e+28
8.2e-05,2.49273,-2.0096e+28,-0.000249273,2.0096e+28
8.3e-05,2.49819,-2.49989e+28,-0.000249819,2.49989e+28
8.4e-05,2.50362,-3.10735e+28,-0.000250362,3.10735e+28
8.5e-05,2.50904,-3.85935e+28,-0.000250904,3.85935e+28
8.6e-05,2.51444,-4.78948e+28,-0.000251444,4.78948e+28
8.7e-05,2.51982,-5.93896e+28,-0.000251982,5.93896e+28
8.8e-05,2.52517,-7.35828e+28,-0.000252517,7.35828e+28
8.9e-05,2.53051,-9.10923e+28,-0.000253051,9.10923e+28
9e-05,2.53583,-1.12674e+29,-0.000253583,1.12674e+29
9.1e-05,2.54112,-1.39251e+29,-0.000254112,1.39251e+29
9.2e-05,2.54639,-1.71949e+29,-0.000254639,1.71949e+29
9.3e-05,2.55165,-2.12143e+29,-0.000255165,2.12143e+29
9.4e-05,2.55688,-2.61504e+29,-0.000255688,2.61504e+29
9.5e-05,2.56208,-3.22068e+29,-0.000256208,3.22068e+29
9.6e-05,2.56727,-3.96305e+29,-0.000256727,3.96305e+29
9.7e-05,2.57243,-4.87218e+29,-0.000257243,4.87218e+29
9.8e-05,2.57757,-5.98445e+29,-0.000257757,5.98445e+29
9.9e-05,2.58269,-7.34394e+29,-0.000258269,7.34394e+29
0.0001,2.58779,-9.00397e+29,-0.000258779,9.00397e+29
0.000101,2.59286,-1.1029e+30,-0.000259286,1.1029e+30
0.000102,2.5979,-1.34968e+30,-0.00025979,1.34968e+30
0.000103,2.60293,-1.65013e+30,-0.000260293,1.65013e+30
0.000104,2.60793,-2.01553e+30,-0.000260793,2.01553e+30
0.000105,2.61291,-2.45949e+30,-0.000261291,2.45949e+30
0.000106,2.61786,-2.99833e+30,-0.000261786,2.99833e+30
0.000107,2.62279,-3.65166e+30,-0.000262279,3.65166e+30
0.000108,2.62769,-4.44298e+30,-0.000262769,4.44298e+30
0.000109,2.63257,-5.40042e+30,-0.000263257,5.40042e+30
0.00011,2.63742,-6.55764e+30,-0.000263742,6.55764e+30
0.000111,2.64225,-7.95481e+30,-0.000264225,7.95481e+30
0.000112,2.64706,-9.63989e+30,-0.000264706,9.63989e+30
0.000113,2.65183,-1.167e+31,-0.000265183,1.167e+31
0.000114,2.65659,-1.41131e+31,-0.000265659,1.41131e+31
0.000115,2.66131,-1.70499e+31,-0.000266131,1.70499e+31
0.000116,2.66601,-2.05764e+31,-0.000266601,2.05764e+31
0.000117,2.67069,-2.48062e+31,-0.000267069,2.48062e+31
0.000118,2.67533,-2.98738e+31,-0.000267533,2.98738e+31
0.000119,2.67995,-3.59384e+31,-0.000267995,3.59384e+31
0.00012,2.68455,-4.31877e+31,-0.000268455,4.31877e+31
0.000121,2.68911,-5.18432e+31,-0.000268911,5.18432e+31
0.000122,2.69365,-6.21657e+31,-0.000269365,6.21657e+31
0.000123,2.69817,-7.44619e+31,-0.000269817,7.44619e+31
0.000124,2.70265,-8.9092e+31,-0.000270265,8.9092e+31
0.000125,2.70711,-1.06478e+32,-0.000270711,1.06478e+32
0.000126,2.71154,-1.27116e+32,-0.000271154,1.27116e+32
0.000127,2.71594,-1.51583e+32,-0.000271594,1.51583e+32
0.000128,2.72031,-1.80554e+32,-0.000272031,1.80554e+32
0.000129,2.72465,-2.14819e+32,-0.000272465,2.14819e+32
0.00013,2.72897,-2.55294e+32,-0.000272897,2.55294e+32
0.000131,2.73326,-3.03046e+32,-0.000273326,3.03046e+32
0.000132,2.73751,-3.59314e+32,-0.000273751,3.59314e+32
0.000133,2.74174,-4.25533e+32,-0.000274174,4.25533e+32
0.000134,2.74594,-5.03366e+32,-0.000274594,5.03366e+32
0.000135,2.75011,-5.94734e+32,-0.000275011,5.94734e+32
0.000136,2.75425,-7.01854e+32,-0.000275425,7.01854e+32
0.000137,2.75836,-8.27283e+32,-0.000275836,8.27283e+32
0.000138,2.76244,-9.73961e+32,-0.000276244,9.73961e+32
0.000139,2.76649,-1.14526e+33,-0.000276649,1.14526e+33
0.00014,2.77051,-1.34507e+33,-0.000277051,1.34507e+33
0.000141,2.7745,-1.57781e+33,-0.00027745,1.57781e+33
0.000142,2.77846,-1.84856e+33,-0.000277846,1.84856e+33
0.000143,2.78239,-2.16311e+33,-0.000278239,2.16311e+33
0.000144,2.78629,-2.52806e+33,-0.000278629,2.52806e+33
0.000145,2.79016,-2.95092e+33,-0.000279016,2.95092e+33
0.000146,2.79399,-3.44021e+33,-0.000279399,3.44021e+33
0.000147,2.79779,-4.0056e+33,-0.000279779,4.0056e+33
0.000148,2.80157,-4.65804e+33,-0.000280157,4.65804e+33
0.000149,2.80531,-5.4099e+33,-0.000280531,5.4099e+33
0.00015,2.80902,-6.27514e+33,-0.000280902,6.27514e+33
0.000151,2.81269,-7.26946e+33,-0.000281269,7.26946e+33
0.000152,2.81634,-8.41054e+33,-0.000281634,8.41054e+33
0.000153,2.81995,-9.7182e+33,-0.000281995,9.7182e+33
0.000154,2.82353,-1.12146e+34,-0.000282353,1.12146e+34
0.000155,2.82708,-1.29247e+34,-0.000282708,1.29247e+34
0.000156,2.8306,-1.4876e+34,-0.00028306,1.4876e+34
0.000157,2.83408,-1.70996e+34,-0.000283408,1.70996e+34
0.000158,2.83753,-1.96296e+34,-0.000283753,1.96296e+34
0.000159,2.84094,-2.25041e+34,-0.000284094,2.25041e+34
0.00016,2.84433,-2.57654e+34,-0.000284433,2.57654e+34
0.000161,2.84768,-2.946e+34,-0.000284768,2.946e+34
0.000162,2.85099,-3.36393e+34,-0.000285099,3.36393e+34
0.000163,2.85428,-3.83599e+34,-0.000285428,3.83599e+34
0.000164,2.85753,-4.3684e+34,-0.000285753,4.3684e+34
0.000165,2.86074,-4.96797e+34,-0.000286074,4.96797e+34
0.000166,2.86392,-5.64216e+34,-0.000286392,5.64216e+34
0.000167,2.86707,-6.39911e+34,-0.000286707,6.39911e+34
0.000168,2.87018,-7.24767e+34,-0.000287018,7.24767e+34
0.000169,2.87326,-8.1975e+34,-0.000287326,8.1975e+34
0.00017,2.87631,-9.25901e+34,-0.000287631,9.25901e+34
0.000171,2.87932,-1.04435e+35,-0.000287932,1.04435e+35
0.000172,2.88229,-1.17632e+35,-0.000288229,1.17632e+35
0.000173,2.88523,-1.32313e+35,-0.000288523,1.32313e+35
0.000174,2.88814,-1.48617e+35,-0.000288814,1.48617e+35
0.000175,2.89101,-1.66697e+35,-0.000289101,1.66697e+35
0.000176,2.89384,-1.86713e+35,-0.000289384,1.86713e+35
0.000177,2.89664,-2.08838e+35,-0.000289664,2.08838e+35
0.000178,2.89941,-2.33253e+35,-0.000289941,2.33253e+35
0.000179,2.90213,-2.60154e+35,-0.000290213,2.60154e+35
0.00018,2.90483,-2.89744e+35,-0.000290483,2.89744e+35
0.000181,2.90748,-3.22239e+35,-0.000290748,3.22239e+35
0.000182,2.91011,-3.57864e+35,-0.000291011,3.57864e+35
0.000183,2.91269,-3.96858e+35,-0.000291269,3.96858e+35
0.000184,2.91524,-4.39467e+35,-0.000291524,4.39467e+35
0.000185,2.91775,-4.85947e+35,-0.000291775,4.85947e+35
0.000186,2.92023,-5.36566e+35,-0.000292023,5.36566e+35
0.000187,2.92267,-5.91597e+35,-0.000292267,5.91597e+35
0.000188,2.92508,-6.51322e+35,-0.000292508,6.51322e+35
0.000189,2.92745,-7.1603e+35,-0.000292745,7.1603e+35
0.00019,2.92978,-7.86014e+35,-0.000292978,7.86014e+35
0.000191,2.93207,-8.61573e+35,-0.000293207,8.61573e+35
0.000192,2.93433,-9.43007e+35,-0.000293433,9.43007e+35
0.000193,2.93655,-1.03062e+36,-0.000293655,1.03062e+36
0.000194,2.93873,-1.1247e+36,-0.000293873,1.1247e+36
0.000195,2.94088,-1.22555e+36,-0.000294088,1.22555e+36
0.000196,2.94299,-1.33347e+36,-0.000294299,1.33347e+36
0.000197,2.94506,-1.44872e+36,-0.000294506,1.44872e+36
0.000198,2.9471,-1.5716e+36,-0.00029471,1.5716e+36
0.000199,2.9491,-1.70234e+36,-0.00029491,1.70234e+36
0.0002,2.95106,-1.84121e+36,-0.000295106,1.84121e+36
0.000201,2.95298,-1.98841e+36,-0.000295298,1.98841e+36
0.000202,2.95486,-2.14415e+36,-0.000295486,2.14415e+36
0.000203,2.95671,-2.3086e+36,-0.000295671,2.3086e+36
0.000204,2.95852,-2.48192e+36,-0.000295852,2.48192e+36
0.000205,2.96029,-2.66421e+36,-0.000296029,2.66421e+36
0.000206,2.96203,-2.85556e+36,-0.000296203,2.85556e+36
0.000207,2.96372,-3.056e+36,-0.000296372,3.056e+36
0.000208,2.96538,-3.26554e+36,-0.000296538,3.26554e+36
0.000209,2.967,-3.48413e+36,-0.0002967,3.48413e+36
0.00021,2.96858,-3.71169e+36,-0.000296858,3.71169e+36
0.000211,2.97013,-3.94806e+36,-0.000297013,3.94806e+36
0.000212,2.97163,-4.19305e+36,-0.000297163,4.19305e+36
0.000213,2.9731,-4.44643e+36,-0.00029731,4.44643e+36
0.000214,2.97453,-4.70787e+36,-0.000297453,4.70787e+36
0.000215,2.97592,-4.97702e+36,-0.000297592,4.97702e+36
0.000216,2.97727,-5.25345e+36,-0.000297727,5.25345e+36
0.000217,2.97858,-5.53669e+36,-0.000297858,5.53669e+36
0.000218,2.97986,-5.82618e+36,-0.000297986,5.82618e+36
0.000219,2.98109,-6.12134e+36,-0.000298109,6.12134e+36
0.00022,2.98229,-6.42149e+36,-0.000298229,6.42149e+36
0.000221,2.98345,-6.72592e+36,-0.000298345,6.72592e+36
0.000222,2.98456,-7.03385e+36,-0.000298456,7.03385e+36
0.000223,2.98564,-7.34444e+36,-0.000298564,7.34444e+36
0.000224,2.98669,-7.65683e+36,-0.000298669,7.65683e+36
0.000225,2.98769,-7.97007e+36,-0.000298769,7.97007e+36
0.000226,2.98865,-8.28321e+36,-0.000298865,8.28321e+36
0.000227,2.98958,-8.59521e+36,-0.000298958,8.59521e+36
0.000228,2.99046,-8.90504e+36,-0.000299046,8.90504e+36
0.000229,2.99131,-9.21162e+36,-0.000299131,9.21162e+36
0.00023,2.99211,-9.51385e+36,-0.000299211,9.51385e+36
0.000231,2.99288,-9.81061e+36,-0.000299288,9.81061e+36
0.000232,2.99361,-1.01008e+37,-0.000299361,1.01008e+37
0.000233,2.9943,-1.03832e+37,-0.00029943,1.03832e+37
0.000234,2.99495,-1.06568e+37,-0.000299495,1.06568e+37
0.000235,2.99556,-1.09205e+37,-0.000299556,1.09205e+37
0.000236,2.99613,-1.1173e+37,-0.000299613,1.1173e+37
0.000237,2.99667,-1.14135e+37,-0.000299667,1.14135e+37
0.000238,2.99716,-1.16408e+37,-0.000299716,1.16408e+37
0.000239,2.99761,-1.18539e+37,-0.000299761,1.18539e+37
0.00024,2.99803,-1.2052e+37,-0.000299803,1.2052e+37
0.000241,2.9984,-1.2234e+37,-0.00029984,1.2234e+37
0.000242,2.99874,-1.23993e+37,-0.000299874,1.23993e+37
0.000243,2.99903,-1.2547e+37,-0.000299903,1.2547e+37
0.000244,2.99929,-1.26764e+37,-0.000299929,1.26764e+37
0.000245,2.99951,-1.27869e+37,-0.000299951,1.27869e+37
0.000246,2.99968,-1.28781e+37,-0.000299968,1.28781e+37
0.000247,2.99982,-1.29495e+37,-0.000299982,1.29495e+37
0.000248,2.99992,-1.30007e+37,-0.000299992,1.30007e+37
0.000249,2.99998,-1.30315e+37,-0.000299998,1.30315e+37
0.00025,3,-1.30418e+37,-0.0003,1.30418e+37
0.000251,2.99998,-1.30315e+37,-0.000299998,1.30315e+37
0.000252,2.99992,-1.30007e+37,-0.000299992,1.30007e+37
0.000253,2.99982,-1.29495e+37,-0.000299982,1.29495e+37
0.000254,2.99968,-1.28781e+37,-0.000299968,1.28781e+37
0.000255,2.99951,-1.27869e+37,-0.000299951,1.27869e+37
0.000256,2.99929,-1.26764e+37,-0.000299929,1.26764e+37
0.000257,2.99903,-1.2547e+37,-0.000299903,1.2547e+37
0.000258,2.99874,-1.23993e+37,-0.000299874,1.23993e+37
0.000259,2.9984,-1.2234e+37,-0.00029984,1.2234e+37
0.00026,2.99803,-1.2052e+37,-0.000299803,1.2052e+37
0.000261,2.99761,-1.18539e+37,-0.000299761,1.18539e+37
0.000262,2.99716,-1.16408e+37,-0.000299716,1.16408e+37
0.000263,2.99667,-1.14135e+37,-0.000299667,1.14135e+37
0.000264,2.99613,-1.1173e+37,-0.000299613,1.1173e+37
0.000265,2.99556,-1.09205e+37,-0.000299556,1.09205e+37
0.000266,2.99495,-1.06568e+37,-0.000299495,1.06568e+37
0.000267,2.9943,-1.03832e+37,-0.00029943,1.03832e+37
0.000268,2.99361,-1.01008e+37,-0.000299361,1.01008e+37
0.000269,2.99288,-9.81061e+36,-0.000299288,9.81061e+36
0.00027,2.99211,-9.51385e+36,-0.000299211,9.51385e+36
0.000271,2.99131,-9.21162e+36,-0.000299131,9.21162e+36
0.000272,2.99046,-8.90504e+36,-0.000299046,8.90504e+36
0.000273,2.98958,-8.59521e+36,-0.000298958,8.59521e+36
0.000274,2.98865,-8.28321e+36,-0.000298865,8.28321e+36
0.000275,2.98769,-7.97007e+36,-0.000298769,7.97007e+36
0.000276,2.98669,-7.65683e+36,-0.000298669,7.65683e+36
0.000277,2.98564,-7.34444e+36,-0.000298564,7.34444e+36
0.000278,2.98456,-7.03385e+36,-0.000298456,7.03385e+36
0.000279,2.98345,-6.72592e+36,-0.000298345,6.72592e+36
0.00028,2.98229,-6.42149e+36,-0.000298229,6.42149e+36
0.000281,2.98109,-6.12134e+36,-0.000298109,6.12134e+36
0.000282,2.97986,-5.82618e+36,-0.000297986,5.82618e+36
0.000283,2.97858,-5.53669e+36,-0.000297858,5.53669e+36
0.000284,2.97727,-5.25345e+36,-0.000297727,5.25345e+36
0.000285,2.97592,-4.97702e+36,-0.000297592,4.97702e+36
0.000286,2.97453,-4.70787e+36,-0.000297453,4.70787e+36
0.000287,2.9731,-4.44643e+36,-0.00029731,4.44643e+36
0.000288,2.97163,-4.19305e+36,-0.000297163,4.19305e+36
0.000289,2.97013,-3.94806e+36,-0.000297013,3.94806e+36
0.00029,2.96858,-3.71169e+36,-0.000296858,3.71169e+36
0.000291,2.967,-3.48413e+36,-0.0002967,3.48413e+36
0.000292,2.96538,-3.26554e+36,-0.000296538,3.26554e+36
0.000293,2.96372,-3.056e+36,-0.000296372,3.056e+36
0.000294,2.96203,-2.85556e+36,-0.000296203,2.85556e+36
0.000295,2.96029,-2.66421e+36,-0.000296029,2.66421e+36
0.000296,2.95852,-2.48192e+36,-0.000295852,2.48192e+36
0.000297,2.95671,-2.3086e+36,-0.000295671,2.3086e+36
0.000298,2.95486,-2.14415e+36,-0.000295486,2.14415e+36
0.000299,2.95298,-1.98841e+36,-0.000295298,1.98841e+36
0.0003,2.95106,-1.84121e+36,-0.000295106,1.84121e+36
0.000301,2.9491,-1.70234e+36,-0.00029491,1.70234e+36
0.000302,2.9471,-1.5716e+36,-0.00029471,1.5716e+36
0.000303,2.94506,-1.44872e+36,-0.000294506,1.44872e+36
0.000304,2.94299,-1.33347e+36,-0.000294299,1.33347e+36
0.000305,2.94088,-1.22555e+36,-0.000294088,1.22555e+36
0.000306,2.93873,-1.1247e+36,-0.000293873,1.1247e+36
0.000307,2.93655,-1.03062e+36,-0.000293655,1.03062e+36
0.000308,2.93433,-9.43007e+35,-0.000293433,9.43007e+35
0.000309,2.93207,-8.61573e+35,-0.000293207,8.61573e+35
0.00031,2.92978,-7.86014e+35,-0.000292978,7.86014e+35
0.000311,2.92745,-7.1603e+35,-0.000292745,7.1603e+35
0.000312,2.92508,-6.51322e+35,-0.000292508,6.51322e+35
0.000313,2.92267,-5.91597e+35,-0.000292267,5.91597e+35
0.000314,2.92023,-5.36566e+35,-0.000292023,5.36566e+35
0.000315,2.91775,-4.85947e+35,-0.000291775,4.85947e+35
0.000316,2.91524,-4.39467e+35,-0.000291524,4.39467e+35
0.000317,2.91269,-3.96858e+35,-0.000291269,3.96858e+35
0.000318,2.91011,-3.57864e+35,-0.000291011,3.57864e+35
0.000319,2.90748,-3.22239e+35,-0.000290748,3.22239e+35
0.00032,2.90483,-2.89744e+35,-0.000290483,2.89744e+35
0.000321,2.90213,-2.60154e+35,-0.000290213,2.60154e+35
0.000322,2.89941,-2.33253e+35,-0.000289941,2.33253e+35
0.000323,2.89664,-2.08838e+35,-0.000289664,2.08838e+35
0.000324,2.89384,-1.86713e+35,-0.000289384,1.86713e+35
0.000325,2.89101,-1.66697e+35,-0.000289101,1.66697e+35
0.000326,2.88814,-1.48617e+35,-0.000288814,1.48617e+35
0.000327,2.88523,-1.32313e+35,-0.000288523,1.32313e+35
0.000328,2.88229,-1.17632e+35,-0.000288229,1.17632e+35
0.000329,2.87932,-1.04435e+35,-0.000287932,1.04435e+35
0.00033,2.87631,-9.25901e+34,-0.000287631,9.25901e+34
0.000331,2.87326,-8.1975e+34,-0.000287326,8.1975e+34
0.000332,2.87018,-7.24767e+34,-0.000287018,7.24767e+34
0.000333,2.86707,-6.39911e+34,-0.000286707,6.39911e+34
0.000334,2.86392,-5.64216e+34,-0.000286392,5.64216e+34
0.000335,2.86074,-4.96797e+34,-0.000286074,4.96797e+34
0.000336,2.85753,-4.3684e+34,-0.000285753,4.3684e+34
0.000337,2.85428,-3.83599e+34,-0.000285428,3.83599e+34
0.000338,2.85099,-3.36393e+34,-0.000285099,3.36393e+34
0.000339,2.84768,-2.946e+34,-0.000284768,2.946e+34
0.00034,2.84433,-2.57654e+34,-0.000284433,2.57654e+34
0.000341,2.84094,-2.25041e+34,-0.000284094,2.25041e+34
0.000342,2.83753,-1.96296e+34,-0.000283753,1.96296e+34
0.000343,2.83408,-1.70996e+34,-0.000283408,1.70996e+34
0.000344,2.8306,-1.4876e+34,-0.00028306,1.4876e+34
0.000345,2.82708,-1.29247e+34,-0.000282708,1.29247e+34
0.000346,2.82353,-1.12146e+34,-0.000282353,1.12146e+34
0.000347,2.81995,-9.7182e+33,-0.000281995,9.7182e+33
0.000348,2.81634,-8.41054e+33,-0.000281634,8.41054e+33
0.000349,2.81269,-7.26946e+33,-0.000281269,7.26946e+33
0.00035,2.80902,-6.27514e+33,-0.000280902,6.27514e+33
0.000351,2.80531,-5.4099e+33,-0.000280531,5.4099e+33
0.000352,2.80157,-4.65804e+33,-0.000280157,4.65804e+33
0.000353,2.79779,-4.0056e+33,-0.000279779,4.0056e+33
0.000354,2.79399,-3.44021e+33,-0.000279399,3.44021e+33
0.000355,2.79016,-2.95092e+33,-0.000279016,2.95092e+33
0.000356,2.78629,-2.52806e+33,-0.000278629,2.52806e+33
0.000357,2.78239,-2.16311e+33,-0.000278239,2.16311e+33
0.000358,2.77846,-1.84856e+33,-0.000277846,1.84856e+33
0.000359,2.7745,-1.57781e+33,-0.00027745,1.57781e+33
0.00036,2.77051,-1.34507e+33,-0.000277051,1.34507e+33
0.000361,2.76649,-1.14526e+33,-0.000276649,1.14526e+33
0.000362,2.76244,-9.73961e+32,-0.000276244,9.73961e+32
0.000363,2.75836,-8.27283e+32,-0.000275836,8.27283e+32
0.000364,2.75425,-7.01854e+32,-0.000275425,7.01854e+32
0.000365,2.75011,-5.94734e+32,-0.000275011,5.94734e+32
0.000366,2.74594,-5.03366e+32,-0.000274594,5.03366e+32
0.000367,2.74174,-4.25533e+32,-0.000274174,4.25533e+32
0.000368,2.73751,-3.59314e+32,-0.000273751,3.59314e+32
0.000369,2.73326,-3.03046e+32,-0.000273326,3.03046e+32
0.00037,2.72897,-2.55294e+32,-0.000272897,2.55294e+32
0.000371,2.72465,-2.14819e+32,-0.000272465,2.14819e+32
0.000372,2.72031,-1.80554e+32,-0.000272031,1.80554e+32
0.000373,2.71594,-1.51583e+32,-0.000271594,1.51583e+32
0.000374,2.71154,-1.27116e+32,-0.000271154,1.27116e+32
0.000375,2.70711,-1.06478e+32,-0.000270711,1.06478e+32
0.000376,2.70265,-8.9092e+31,-0.000270265,8.9092e+31
0.000377,2.69817,-7.44619e+31,-0.000269817,7.44619e+31
0.000378,2.69365,-6.21657e+31,-0.000269365,6.21657e+31
0.000379,2.68911,-5.18432e+31,-0.000268911,5.18432e+31
0.00038,2.68455,-4.31877e+31,-0.000268455,4.31877e+31
0.000381,2.67995,-3.59384e+31,-0.000267995,3.59384e+31
0.000382,2.67533,-2.98738e+31,-0.000267533,2.98738e+31
0.000383,2.67069,-2.48062e+31,-0.000267069,2.48062e+31
0.000384,2.66601,-2.05764e+31,-0.000266601,2.05764e+31
0.000385,2.66131,-1.70499e+31,-0.000266131,1.70499e+31
0.000386,2.65659,-1.41131e+31,-0.000265659,1.41131e+31
0.000387,2.65183,-1.167e+31,-0.000265183,1.167e+31
0.000388,2.64706,-9.63989e+30,-0.000264706,9.63989e+30
0.000389,2.64225,-7.95481e+30,-0.000264225,7.95481e+30
0.00039,2.63742,-6.55764e+30,-0.000263742,6.55764e+30
0.000391,2.63257,-5.40042e+30,-0.000263257,5.40042e+30
0.000392,2.62769,-4.44298e+30,-0.000262769,4.44298e+30
0.000393,2.62279,-3.65166e+30,-0.000262279,3.65166e+30
0.000394,2.61786,-2.99833e+30,-0.000261786,2.99833e+30
0.000395,2.61291,-2.45949e+30,-0.000261291,2.45949e+30
0.000396,2.60793,-2.01553e+30,-0.000260793,2.01553e+30
0.000397,2.60293,-1.65013e+30,-0.000260293,1.65013e+30
0.000398,2.5979,-1.34968e+30,-0.00025979,1.34968e+30
0.000399,2.59286,-1.1029e+30,-0.000259286,1.1029e+30
0.0004,2.58779,-9.00397e+29,-0.000258779,9.00397e+29
0.000401,2.58269,-7.34394e+29,-0.000258269,7.34394e+29
0.000402,2.57757,-5.98445e+29,-0.000257757,5.98445e+29
0.000403,2.57243,-4.87218e+29,-0.000257243,4.87218e+29
0.000404,2.56727,-3.96305e+29,-0.000256727,3.96305e+29
0.000405,2.56208,-3.22068e+29,-0.000256208,3.22068e+29
