time,V(N001),I(V1),I(R1),I(D1)
0.000406,2.55688,-2.61504e+29,-0.000255688,2.61504e+29
0.000407,2.55165,-2.12143e+29,-0.000255165,2.12143e+29
0.000408,2.54639,-1.71949e+29,-0.000254639,1.71949e+29
0.000409,2.54112,-1.39251e+29,-0.000254112,1.39251e+29
0.00041,2.53583,-1.12674e+29,-0.000253583,1.12674e+29
0.000411,2.53051,-9.10923e+28,-0.000253051,9.10923e+28
0.000412,2.52517,-7.35828e+28,-0.000252517,7.35828e+28
0.000413,2.51982,-5.93896e+28,-0.000251982,5.93896e+28
0.000414,2.51444,-4.78948e+28,-0.000251444,4.78948e+28
0.000415,2.50904,-3.85935e+28,-0.000250904,3.85935e+28
0.000416,2.50362,-3.10735e+28,-0.000250362,3.10735e+28
0.000417,2.49819,-2.49989e+28,-0.000249819,2.49989e+28
0.000418,2.49273,-2.0096e+28,-0.000249273,2.0096e+28
0.000419,2.48725,-1.61421e+28,-0.000248725,1.61421e+28
0.00042,2.48175,-1.29562e+28,-0.000248175,1.29562e+28
0.000421,2.47624,-1.03911e+28,-0.000247624,1.03911e+28
0.000422,2.4707,-8.32767e+27,-0.00024707,8.32767e+27
0.000423,2.46515,-6.669e+27,-0.000246515,6.669e+27
0.000424,2.45958,-5.33677e+27,-0.000245958,5.33677e+27
0.000425,2.45399,-4.26758e+27,-0.000245399,4.26758e+27
0.000426,2.44838,-3.41014e+27,-0.000244838,3.41014e+27
0.000427,2.44276,-2.72306e+27,-0.000244276,2.72306e+27
0.000428,2.43712,-2.17289e+27,-0.000243712,2.17289e+27
0.000429,2.43146,-1.73268e+27,-0.000243146,1.73268e+27
0.00043,2.42578,-1.38071e+27,-0.000242578,1.38071e+27
0.000431,2.42009,-1.0995e+27,-0.000242009,1.0995e+27
0.000432,2.41438,-8.74983e+26,-0.000241438,8.74983e+26
0.000433,2.40865,-6.95857e+26,-0.000240865,6.95857e+26
0.000434,2.40291,-5.53045e+26,-0.000240291,5.53045e+26
0.000435,2.39715,-4.39262e+26,-0.000239715,4.39262e+26
0.000436,2.39137,-3.48671e+26,-0.000239137,3.48671e+26
0.000437,2.38558,-2.76591e+26,-0.000238558,2.76591e+26
0.000438,2.37978,-2.19279e+26,-0.000237978,2.19279e+26
0.000439,2.37396,-1.73738e+26,-0.000237396,1.73738e+26
0.00044,2.36812,-1.37574e+26,-0.000236812,1.37574e+26
0.000441,2.36228,-1.08875e+26,-0.000236228,1.08875e+26
0.000442,2.35641,-8.61127e+25,-0.000235641,8.61127e+25
0.000443,2.35053,-6.80712e+25,-0.000235053,6.80712e+25
0.000444,2.34464,-5.37798e+25,-0.000234464,5.37798e+25
0.000445,2.33874,-4.24658e+25,-0.000233874,4.24658e+25
0.000446,2.33282,-3.3514e+25,-0.000233282,3.3514e+25
0.000447,2.32689,-2.64354e+25,-0.000232689,2.64354e+25
0.000448,2.32094,-2.08411e+25,-0.000232094,2.08411e+25
0.000449,2.31499,-1.64223e+25,-0.000231499,1.64223e+25
0.00045,2.30902,-1.2934e+25,-0.000230902,1.2934e+25
0.000451,2.30304,-1.01817e+25,-0.000230304,1.01817e+25
0.000452,2.29704,-8.01123e+24,-0.000229704,8.01123e+24
0.000453,2.29104,-6.30049e+24,-0.000229104,6.30049e+24
0.000454,2.28502,-4.95279e+24,-0.000228502,4.95279e+24
0.000455,2.27899,-3.89162e+24,-0.000227899,3.89162e+24
0.000456,2.27295,-3.05646e+24,-0.000227295,3.05646e+24
0.000457,2.2669,-2.3995e+24,-0.00022669,2.3995e+24
0.000458,2.26084,-1.88295e+24,-0.000226084,1.88295e+24
0.000459,2.25477,-1.477e+24,-0.000225477,1.477e+24
0.00046,2.24869,-1.1581e+24,-0.000224869,1.1581e+24
0.000461,2.2426,-9.07693e+23,-0.00022426,9.07693e+23
0.000462,2.2365,-7.11159e+23,-0.00022365,7.11159e+23
0.000463,2.23039,-5.56971e+23,-0.000223039,5.56971e+23
0.000464,2.22427,-4.36054e+23,-0.000222427,4.36054e+23
0.000465,2.21814,-3.41267e+23,-0.000221814,3.41267e+23
0.000466,2.21201,-2.66993e+23,-0.000221201,2.66993e+23
0.000467,2.20586,-2.08813e+23,-0.000220586,2.08813e+23
0.000468,2.19971,-1.63259e+23,-0.000219971,1.63259e+23
0.000469,2.19355,-1.27602e+23,-0.000219355,1.27602e+23
0.00047,2.18738,-9.97023e+22,-0.000218738,9.97023e+22
0.000471,2.18121,-7.78798e+22,-0.000218121,7.78798e+22
0.000472,2.17502,-6.08164e+22,-0.000217502,6.08164e+22
0.000473,2.16883,-4.74784e+22,-0.000216883,4.74784e+22
0.000474,2.16264,-3.70557e+22,-0.000216264,3.70557e+22
0.000475,2.15643,-2.89137e+22,-0.000215643,2.89137e+22
0.000476,2.15023,-2.25551e+22,-0.000215023,2.25551e+22
0.000477,2.14401,-1.75907e+22,-0.000214401,1.75907e+22
0.000478,2.13779,-1.37158e+22,-0.000213779,1.37158e+22
0.000479,2.13156,-1.06922e+22,-0.000213156,1.06922e+22
0.00048,2.12533,-8.33335e+21,-0.000212533,8.33335e+21
0.000481,2.1191,-6.49364e+21,-0.00021191,6.49364e+21
0.000482,2.11286,-5.05912e+21,-0.000211286,5.05912e+21
0.000483,2.10661,-3.9408e+21,-0.000210661,3.9408e+21
0.000484,2.10036,-3.06916e+21,-0.000210036,3.06916e+21
0.000485,2.09411,-2.38994e+21,-0.000209411,2.38994e+21
0.000486,2.08785,-1.86076e+21,-0.000208785,1.86076e+21
0.000487,2.08159,-1.44855e+21,-0.000208159,1.44855e+21
0.000488,2.07533,-1.12751e+21,-0.000207533,1.12751e+21
0.000489,2.06906,-8.77514e+20,-0.000206906,8.77514e+20
0.00049,2.06279,-6.82876e+20,-0.000206279,6.82876e+20
0.000491,2.05652,-5.31357e+20,-0.000205652,5.31357e+20
0.000492,2.05024,-4.1342e+20,-0.000205024,4.1342e+20
0.000493,2.04397,-3.21635e+20,-0.000204397,3.21635e+20
0.000494,2.03769,-2.5021e+20,-0.000203769,2.5021e+20
0.000495,2.03141,-1.94634e+20,-0.000203141,1.94634e+20
0.000496,2.02513,-1.51396e+20,-0.000202513,1.51396e+20
0.000497,2.01885,-1.17758e+20,-0.000201885,1.17758e+20
0.000498,2.01257,-9.1591e+19,-0.000201257,9.1591e+19
0.000499,2.00628,-7.12374e+19,-0.000200628,7.12374e+19
0.0005,2,-5.54062e+19,-0.0002,5.54062e+19
0.000501,1.99372,-4.30932e+19,-0.000199372,4.30932e+19
0.000502,1.98743,-3.35169e+19,-0.000198743,3.35169e+19
0.000503,1.98115,-2.60692e+19,-0.000198115,2.60692e+19
0.000504,1.97487,-2.0277e+19,-0.000197487,2.0277e+19
0.000505,1.96859,-1.57724e+19,-0.000196859,1.57724e+19
0.000506,1.96231,-1.22691e+19,-0.000196231,1.22691e+19
0.000507,1.95603,-9.54452e+18,-0.000195603,9.54452e+18
0.000508,1.94976,-7.42549e+18,-0.000194976,7.42549e+18
0.000509,1.94348,-5.77738e+18,-0.000194348,5.77738e+18
0.00051,1.93721,-4.49547e+18,-0.000193721,4.49547e+18
0.000511,1.93094,-3.49835e+18,-0.000193094,3.49835e+18
0.000512,1.92467,-2.72269e+18,-0.000192467,2.72269e+18
0.000513,1.91841,-2.11926e+18,-0.000191841,2.11926e+18
0.000514,1.91215,-1.64978e+18,-0.000191215,1.64978e+18
0.000515,1.90589,-1.28449e+18,-0.000190589,1.28449e+18
0.000516,1.89964,-1.00022e+18,-0.000189964,1.00022e+18
0.000517,1.89339,-7.78992e+17,-0.000189339,7.78992e+17
0.000518,1.88714,-6.06795e+17,-0.000188714,6.06795e+17
0.000519,1.8809,-4.72747e+17,-0.00018809,4.72747e+17
0.00052,1.87467,-3.68381e+17,-0.000187467,3.68381e+17
0.000521,1.86844,-2.87112e+17,-0.000186844,2.87112e+17
0.000522,1.86221,-2.23819e+17,-0.000186221,2.23819e+17
0.000523,1.85599,-1.74516e+17,-0.000185599,1.74516e+17
0.000524,1.84977,-1.36105e+17,-0.000184977,1.36105e+17
0.000525,1.84357,-1.06173e+17,-0.000184357,1.06173e+17
0.000526,1.83736,-8.28441e+16,-0.000183736,8.28441e+16
0.000527,1.83117,-6.46578e+16,-0.000183117,6.46578e+16
0.000528,1.82498,-5.04774e+16,-0.000182498,5.04774e+16
0.000529,1.81879,-3.94178e+16,-0.000181879,3.94178e+16
0.00053,1.81262,-3.07901e+16,-0.000181262,3.07901e+16
0.000531,1.80645,-2.4058e+16,-0.000180645,2.4058e+16
0.000532,1.80029,-1.88036e+16,-0.000180029,1.88036e+16
0.000533,1.79414,-1.47014e+16,-0.000179414,1.47014e+16
0.000534,1.78799,-1.14979e+16,-0.000178799,1.14979e+16
0.000535,1.78186,-8.99544e+15,-0.000178186,8.99544e+15
0.000536,1.77573,-7.04006e+15,-0.000177573,7.04006e+15
0.000537,1.76961,-5.51168e+15,-0.000176961,5.51168e+15
0.000538,1.7635,-4.31668e+15,-0.00017635,4.31668e+15
0.000539,1.7574,-3.38204e+15,-0.00017574,3.38204e+15
0.00054,1.75131,-2.65077e+15,-0.000175131,2.65077e+15
0.000541,1.74523,-2.07844e+15,-0.000174523,2.07844e+15
0.000542,1.73916,-1.63034e+15,-0.000173916,1.63034e+15
0.000543,1.7331,-1.27937e+15,-0.00017331,1.27937e+15
0.000544,1.72705,-1.00438e+15,-0.000172705,1.00438e+15
0.000545,1.72101,-7.88836e+14,-0.000172101,7.88836e+14
0.000546,1.71498,-6.19822e+14,-0.000171498,6.19822e+14
0.000547,1.70896,-4.8724e+14,-0.000170896,4.8724e+14
0.000548,1.70296,-3.83193e+14,-0.000170296,3.83193e+14
0.000549,1.69696,-3.01507e+14,-0.000169696,3.01507e+14
0.00055,1.69098,-2.37347e+14,-0.000169098,2.37347e+14
0.000551,1.68501,-1.86931e+14,-0.000168501,1.86931e+14
0.000552,1.67906,-1.47298e+14,-0.000167906,1.47298e+14
0.000553,1.67311,-1.16127e+14,-0.000167311,1.16127e+14
0.000554,1.66718,-9.1599e+13,-0.000166718,9.1599e+13
0.000555,1.66126,-7.229e+13,-0.000166126,7.229e+13
0.000556,1.65536,-5.70818e+13,-0.000165536,5.70818e+13
0.000557,1.64947,-4.50976e+13,-0.000164947,4.50976e+13
0.000558,1.64359,-3.56492e+13,-0.000164359,3.56492e+13
0.000559,1.63772,-2.81962e+13,-0.000163772,2.81962e+13
0.00056,1.63188,-2.23141e+13,-0.000163188,2.23141e+13
0.000561,1.62604,-1.76694e+13,-0.000162604,1.76694e+13
0.000562,1.62022,-1.39997e+13,-0.000162022,1.39997e+13
0.000563,1.61442,-1.10989e+13,-0.000161442,1.10989e+13
0.000564,1.60863,-8.80444e+12,-0.000160863,8.80444e+12
0.000565,1.60285,-6.98865e+12,-0.000160285,6.98865e+12
0.000566,1.59709,-5.55082e+12,-0.000159709,5.55082e+12
0.000567,1.59135,-4.41161e+12,-0.000159135,4.41161e+12
0.000568,1.58562,-3.50847e+12,-0.000158562,3.50847e+12
0.000569,1.57991,-2.79204e+12,-0.000157991,2.79204e+12
0.00057,1.57422,-2.22339e+12,-0.000157422,2.22339e+12
0.000571,1.56854,-1.77174e+12,-0.000156854,1.77174e+12
0.000572,1.56288,-1.4128e+12,-0.000156288,1.4128e+12
0.000573,1.55724,-1.12735e+12,-0.000155724,1.12735e+12
0.000574,1.55162,-9.00211e+11,-0.000155162,9.00211e+11
0.000575,1.54601,-7.19343e+11,-0.000154601,7.19343e+11
0.000576,1.54042,-5.75226e+11,-0.000154042,5.75226e+11
0.000577,1.53485,-4.60317e+11,-0.000153485,4.60317e+11
0.000578,1.5293,-3.68633e+11,-0.00015293,3.68633e+11
0.000579,1.52376,-2.95429e+11,-0.000152376,2.95429e+11
0.00058,1.51825,-2.36941e+11,-0.000151825,2.36941e+11
0.000581,1.51275,-1.90177e+11,-0.000151275,1.90177e+11
0.000582,1.50727,-1.52759e+11,-0.000150727,1.52759e+11
0.000583,1.50181,-1.228e+11,-0.000150181,1.228e+11
0.000584,1.49638,-9.87933e+10,-0.000149638,9.87933e+10
0.000585,1.49096,-7.95433e+10,-0.000149096,7.95433e+10
0.000586,1.48556,-6.40956e+10,-0.000148556,6.40956e+10
0.000587,1.48018,-5.169e+10,-0.000148018,5.169e+10
0.000588,1.47483,-4.17197e+10,-0.000147483,4.17197e+10
0.000589,1.46949,-3.37004e+10,-0.000146949,3.37004e+10
0.00059,1.46417,-2.72454e+10,-0.000146417,2.72454e+10
0.000591,1.45888,-2.20455e+10,-0.000145888,2.20455e+10
0.000592,1.45361,-1.78532e+10,-0.000145361,1.78532e+10
0.000593,1.44835,-1.44707e+10,-0.000144835,1.44707e+10
0.000594,1.44312,-1.17392e+10,-0.000144312,1.17392e+10
0.000595,1.43792,-9.5317e+09,-0.000143792,9.5317e+09
0.000596,1.43273,-7.74618e+09,-0.000143273,7.74618e+09
0.000597,1.42757,-6.30078e+09,-0.000142757,6.30078e+09
0.000598,1.42243,-5.12971e+09,-0.000142243,5.12971e+09
0.000599,1.41731,-4.18011e+09,-0.000141731,4.18011e+09
0.0006,1.41221,-3.40944e+09,-0.000141221,3.40944e+09
0.000601,1.40714,-2.78343e+09,-0.000140714,2.78343e+09
0.000602,1.4021,-2.2745e+09,-0.00014021,2.2745e+09
0.000603,1.39707,-1.86037e+09,-0.000139707,1.86037e+09
0.000604,1.39207,-1.5231e+09,-0.000139207,1.5231e+09
0.000605,1.38709,-1.24817e+09,-0.000138709,1.24817e+09
0.000606,1.38214,-1.02385e+09,-0.000138214,1.02385e+09
0.000607,1.37721,-8.40672e+08,-0.000137721,8.40672e+08
0.000608,1.37231,-6.90944e+08,-0.000137231,6.90944e+08
0.000609,1.36743,-5.68446e+08,-0.000136743,5.68446e+08
0.00061,1.36258,-4.68133e+08,-0.000136258,4.68133e+08
0.000611,1.35775,-3.85911e+08,-0.000135775,3.85911e+08
0.000612,1.35294,-3.18453e+08,-0.000135294,3.18453e+08
0.000613,1.34817,-2.63055e+08,-0.000134817,2.63055e+08
0.000614,1.34341,-2.17518e+08,-0.000134341,2.17518e+08
0.000615,1.33869,-1.80051e+08,-0.000133869,1.80051e+08
0.000616,1.33399,-1.49193e+08,-0.000133399,1.49193e+08
0.000617,1.32931,-1.23753e+08,-0.000132931,1.23753e+08
0.000618,1.32467,-1.0276e+08,-0.000132467,1.0276e+08
0.000619,1.32005,-8.54198e+07,-0.000132005,8.54198e+07
0.00062,1.31545,-7.10816e+07,-0.000131545,7.10816e+07
0.000621,1.31089,-5.92142e+07,-0.000131089,5.92142e+07
0.000622,1.30635,-4.93817e+07,-0.000130635,4.93817e+07
0.000623,1.30183,-4.12271e+07,-0.000130183,4.12271e+07
0.000624,1.29735,-3.44571e+07,-0.000129735,3.44571e+07
0.000625,1.29289,-2.88307e+07,-0.000129289,2.88307e+07
0.000626,1.28846,-2.415e+07,-0.000128846,2.415e+07
0.000627,1.28406,-2.0252e+07,-0.000128406,2.0252e+07
0.000628,1.27969,-1.70024e+07,-0.000127969,1.70024e+07
0.000629,1.27535,-1.42904e+07,-0.000127535,1.42904e+07
0.00063,1.27103,-1.20248e+07,-0.000127103,1.20248e+07
0.000631,1.26674,-1.013e+07,-0.000126674,1.013e+07
0.000632,1.26249,-8.54365e+06,-0.000126249,8.54365e+06
0.000633,1.25826,-7.21413e+06,-0.000125826,7.21413e+06
0.000634,1.25406,-6.09865e+06,-0.000125406,6.09865e+06
0.000635,1.24989,-5.16172e+06,-0.000124989,5.16172e+06
0.000636,1.24575,-4.37391e+06,-0.000124575,4.37391e+06
0.000637,1.24164,-3.71076e+06,-0.000124164,3.71076e+06
0.000638,1.23756,-3.15192e+06,-0.000123756,3.15192e+06
0.000639,1.23351,-2.68047e+06,-0.000123351,2.68047e+06
0.00064,1.22949,-2.2823e+06,-0.000122949,2.2823e+06
0.000641,1.2255,-1.94564e+06,-0.00012255,1.94564e+06
0.000642,1.22154,-1.66067e+06,-0.000122154,1.66067e+06
0.000643,1.21761,-1.41918e+06,-0.000121761,1.41918e+06
0.000644,1.21371,-1.21431e+06,-0.000121371,1.21431e+06
0.000645,1.20984,-1.0403e+06,-0.000120984,1.0403e+06
0.000646,1.20601,-892345,-0.000120601,892345
0.000647,1.20221,-766390,-0.000120221,766390
0.000648,1.19843,-659043,-0.000119843,659043
0.000649,1.19469,-567450,-0.000119469,567450
0.00065,1.19098,-489208,-0.000119098,489208
0.000651,1.18731,-422294,-0.000118731,422294
0.000652,1.18366,-365000,-0.000118366,365000
0.000653,1.18005,-315887,-0.000118005,315887
0.000654,1.17647,-273736,-0.000117647,273736
0.000655,1.17292,-237518,-0.000117292,237518
0.000656,1.1694,-206362,-0.00011694,206362
0.000657,1.16592,-179528,-0.000116592,179528
0.000658,1.16247,-156389,-0.000116247,156389
0.000659,1.15906,-136413,-0.000115906,136413
0.00066,1.15567,-119146,-0.000115567,119146
0.000661,1.15232,-104204,-0.000115232,104204
0.000662,1.14901,-91257.9,-0.000114901,91257.9
0.000663,1.14572,-80027.6,-0.000114572,80027.6
0.000664,1.14247,-70274,-0.000114247,70274
0.000665,1.13926,-61792.8,-0.000113926,61792.8
0.000666,1.13608,-54409.1,-0.000113608,54409.1
0.000667,1.13293,-47973.1,-0.000113293,47973.1
0.000668,1.12982,-42356.3,-0.000112982,42356.3
0.000669,1.12674,-37448.6,-0.000112674,37448.6
0.00067,1.12369,-33155.3,-0.000112369,33155.3
0.000671,1.12068,-29394.7,-0.000112068,29394.7
0.000672,1.11771,-26097,-0.000111771,26097
0.000673,1.11477,-23201.5,-0.000111477,23201.5
0.000674,1.11186,-20656.1,-0.000111186,20656.1
0.000675,1.10899,-18415.8,-0.000110899,18415.8
0.000676,1.10616,-16441.5,-0.000110616,16441.5
0.000677,1.10336,-14699.7,-0.000110336,14699.7
0.000678,1.10059,-13161,-0.000110059,13161
0.000679,1.09787,-11800.1,-0.000109787,11800.1
0.00068,1.09517,-10595,-0.000109517,10595
0.000681,1.09252,-9526.63,-0.000109252,9526.63
0.000682,1.08989,-8578.25,-0.000108989,8578.25
0.000683,1.08731,-7735.38,-0.000108731,7735.38
0.000684,1.08476,-6985.39,-0.000108476,6985.39
0.000685,1.08225,-6317.25,-0.000108225,6317.25
0.000686,1.07977,-5721.29,-0.000107977,5721.29
0.000687,1.07733,-5189.09,-0.000107733,5189.09
0.000688,1.07492,-4713.26,-0.000107492,4713.26
0.000689,1.07255,-4287.32,-0.000107255,4287.32
0.00069,1.07022,-3905.59,-0.000107022,3905.59
0.000691,1.06793,-3563.07,-0.000106793,3563.07
0.000692,1.06567,-3255.39,-0.000106567,3255.39
0.000693,1.06345,-2978.66,-0.000106345,2978.66
0.000694,1.06127,-2729.49,-0.000106127,2729.49
0.000695,1.05912,-2504.87,-0.000105912,2504.87
0.000696,1.05701,-2302.16,-0.000105701,2302.16
0.000697,1.05494,-2119,-0.000105494,2119
0.000698,1.0529,-1953.33,-0.00010529,1953.33
0.000699,1.0509,-1803.31,-0.00010509,1803.31
0.0007,1.04894,-1667.3,-0.000104894,1667.3
0.000701,1.04702,-1543.87,-0.000104702,1543.87
0.000702,1.04514,-1431.73,-0.000104514,1431.73
0.000703,1.04329,-1329.74,-0.000104329,1329.74
0.000704,1.04148,-1236.89,-0.000104148,1236.89
0.000705,1.03971,-1152.26,-0.000103971,1152.26
0.000706,1.03797,-1075.04,-0.000103797,1075.04
0.000707,1.03628,-1004.53,-0.000103628,1004.53
0.000708,1.03462,-940.074,-0.000103462,940.073
0.000709,1.033,-881.094,-0.0001033,881.094
0.00071,1.03142,-827.077,-0.000103142,827.076
0.000711,1.02987,-777.559,-0.000102987,777.559
0.000712,1.02837,-732.127,-0.000102837,732.127
0.000713,1.0269,-690.408,-0.00010269,690.408
0.000714,1.02547,-652.068,-0.000102547,652.068
0.000715,1.02408,-616.805,-0.000102408,616.805
0.000716,1.02273,-584.349,-0.000102273,584.349
0.000717,1.02142,-554.456,-0.000102142,554.456
0.000718,1.02014,-526.906,-0.000102014,526.906
0.000719,1.01891,-501.5,-0.000101891,501.5
0.00072,1.01771,-478.059,-0.000101771,478.059
0.000721,1.01655,-456.421,-0.000101655,456.421
0.000722,1.01544,-436.44,-0.000101544,436.44
0.000723,1.01436,-417.983,-0.000101436,417.983
0.000724,1.01331,-400.93,-0.000101331,400.93
0.000725,1.01231,-385.172,-0.000101231,385.172
0.000726,1.01135,-370.611,-0.000101135,370.611
0.000727,1.01042,-357.158,-0.000101042,357.158
0.000728,1.00954,-344.732,-0.000100954,344.732
0.000729,1.00869,-333.259,-0.000100869,333.258
0.00073,1.00789,-322.672,-0.000100789,322.672
0.000731,1.00712,-312.911,-0.000100712,312.911
0.000732,1.00639,-303.922,-0.000100639,303.922
0.000733,1.0057,-295.655,-0.00010057,295.655
0.000734,1.00505,-288.064,-0.000100505,288.064
0.000735,1.00444,-281.11,-0.000100444,281.11
0.000736,1.00387,-274.755,-0.000100387,274.755
0.000737,1.00333,-268.967,-0.000100333,268.966
0.000738,1.00284,-263.715,-0.000100284,263.715
0.000739,1.00239,-258.973,-0.000100239,258.973
0.00074,1.00197,-254.717,-0.000100197,254.717
0.000741,1.0016,-250.927,-0.00010016,250.927
0.000742,1.00126,-247.583,-0.000100126,247.583
0.000743,1.00097,-244.669,-0.000100097,244.669
0.000744,1.00071,-242.171,-0.000100071,242.171
0.000745,1.00049,-240.077,-0.000100049,240.077
0.000746,1.00032,-238.378,-0.000100032,238.378
0.000747,1.00018,-237.064,-0.000100018,237.064
0.000748,1.00008,-236.13,-0.000100008,236.13
0.000749,1.00002,-235.571,-0.000100002,235.571
0.00075,1,-235.385,-0.0001,235.385
0.000751,1.00002,-235.571,-0.000100002,235.571
0.000752,1.00008,-236.13,-0.000100008,236.13
0.000753,1.00018,-237.064,-0.000100018,237.064
0.000754,1.00032,-238.378,-0.000100032,238.378
0.000755,1.00049,-240.077,-0.000100049,240.077
0.000756,1.00071,-242.171,-0.000100071,242.171
0.000757,1.00097,-244.669,-0.000100097,244.669
0.000758,1.00126,-247.583,-0.000100126,247.583
0.000759,1.0016,-250.927,-0.00010016,250.927
0.00076,1.00197,-254.717,-0.000100197,254.717
0.000761,1.00239,-258.973,-0.000100239,258.973
0.000762,1.00284,-263.715,-0.000100284,263.715
0.000763,1.00333,-268.967,-0.000100333,268.966
0.000764,1.00387,-274.755,-0.000100387,274.755
0.000765,1.00444,-281.11,-0.000100444,281.11
0.000766,1.00505,-288.064,-0.000100505,288.064
0.000767,1.0057,-295.655,-0.00010057,295.655
0.000768,1.00639,-303.922,-0.000100639,303.922
0.000769,1.00712,-312.911,-0.000100712,312.911
0.00077,1.00789,-322.672,-0.000100789,322.672
0.000771,1.00869,-333.259,-0.000100869,333.258
0.000772,1.00954,-344.732,-0.000100954,344.732
0.000773,1.01042,-357.158,-0.000101042,357.158
0.000774,1.01135,-370.611,-0.000101135,370.611
0.000775,1.01231,-385.172,-0.000101231,385.172
0.000776,1.01331,-400.93,-0.000101331,400.93
0.000777,1.01436,-417.983,-0.000101436,417.983
0.000778,1.01544,-436.44,-0.000101544,436.44
0.000779,1.01655,-456.421,-0.000101655,456.421
0.00078,1.01771,-478.059,-0.000101771,478.059
0.000781,1.01891,-501.5,-0.000101891,501.5
0.000782,1.02014,-526.906,-0.000102014,526.906
0.000783,1.02142,-554.456,-0.000102142,554.456
0.000784,1.02273,-584.349,-0.000102273,584.349
0.000785,1.02408,-616.805,-0.000102408,616.805
0.000786,1.02547,-652.068,-0.000102547,652.068
0.000787,1.0269,-690.408,-0.00010269,690.408
0.000788,1.02837,-732.127,-0.000102837,732.127
0.000789,1.02987,-777.559,-0.000102987,777.559
0.00079,1.03142,-827.077,-0.000103142,827.076
0.000791,1.033,-881.094,-0.0001033,881.094
0.000792,1.03462,-940.074,-0.000103462,940.073
0.000793,1.03628,-1004.53,-0.000103628,1004.53
0.000794,1.03797,-1075.04,-0.000103797,1075.04
0.000795,1.03971,-1152.26,-0.000103971,1152.26
0.000796,1.04148,-1236.89,-0.000104148,1236.89
0.000797,1.04329,-1329.74,-0.000104329,1329.74
0.000798,1.04514,-1431.73,-0.000104514,1431.73
0.000799,1.04702,-1543.87,-0.000104702,1543.87
0.0008,1.04894,-1667.3,-0.000104894,1667.3
0.000801,1.0509,-1803.31,-0.00010509,1803.31
0.000802,1.0529,-1953.33,-0.00010529,1953.33
0.000803,1.05494,-2119,-0.000105494,2119
0.000804,1.05701,-2302.16,-0.000105701,2302.16
0.000805,1.05912,-2504.87,-0.000105912,2504.87
0.000806,1.06127,-2729.49,-0.000106127,2729.49
0.000807,1.06345,-2978.66,-0.000106345,2978.66
0.000808,1.06567,-3255.39,-0.000106567,3255.39
0.000809,1.06793,-3563.07,-0.000106793,3563.07
0.00081,1.07022,-3905.59,-0.000107022,3905.59
0.000811,1.07255,-4287.32,-0.000107255,4287.32
0.000812,1.07492,-4713.26,-0.000107492,4713.26
0.000813,1.07733,-5189.09,-0.000107733,5189.09
0.000814,1.07977,-5721.29,-0.000107977,5721.29
0.000815,1.08225,-6317.25,-0.000108225,6317.25
0.000816,1.08476,-6985.39,-0.000108476,6985.39
0.000817,1.08731,-7735.38,-0.000108731,7735.38
0.000818,1.08989,-8578.25,-0.000108989,8578.25
0.000819,1.09252,-9526.63,-0.000109252,9526.63
0.00082,1.09517,-10595,-0.000109517,10595
0.000821,1.09787,-11800.1,-0.000109787,11800.1
0.000822,1.10059,-13161,-0.000110059,13161
0.000823,1.10336,-14699.7,-0.000110336,14699.7
0.000824,1.10616,-16441.5,-0.000110616,16441.5
0.000825,1.10899,-18415.8,-0.000110899,18415.8
0.000826,1.11186,-20656.1,-0.000111186,20656.1
0.000827,1.11477,-23201.5,-0.000111477,23201.5
0.000828,1.11771,-26097,-0.000111771,26097
0.000829,1.12068,-29394.7,-0.000112068,29394.7
0.00083,1.12369,-33155.3,-0.000112369,33155.3
0.000831,1.12674,-37448.6,-0.000112674,37448.6
0.000832,1.12982,-42356.3,-0.000112982,42356.3
0.000833,1.13293,-47973.1,-0.000113293,47973.1
0.000834,1.13608,-54409.1,-0.000113608,54409.1
0.000835,1.13926,-61792.8,-0.000113926,61792.8
0.000836,1.14247,-70274,-0.000114247,70274
0.000837,1.14572,-80027.6,-0.000114572,80027.6
0.000838,1.14901,-91257.9,-0.000114901,91257.9
0.000839,1.15232,-104204,-0.000115232,104204
0.00084,1.15567,-119146,-0.000115567,119146
0.000841,1.15906,-136413,-0.000115906,136413
0.000842,1.16247,-156389,-0.000116247,156389
0.000843,1.16592,-179528,-0.000116592,179528
0.000844,1.1694,-206362,-0.00011694,206362
0.000845,1.17292,-237518,-0.000117292,237518
0.000846,1.17647,-273736,-0.000117647,273736
0.000847,1.18005,-315887,-0.000118005,315887
0.000848,1.18366,-365000,-0.000118366,365000
0.000849,1.18731,-422294,-0.000118731,422294
0.00085,1.19098,-489208,-0.000119098,489208
0.000851,1.19469,-567450,-0.000119469,567450
0.000852,1.19843,-659043,-0.000119843,659043
0.000853,1.20221,-766390,-0.000120221,766390
0.000854,1.20601,-892345,-0.000120601,892345
0.000855,1.20984,-1.0403e+06,-0.000120984,1.0403e+06
0.000856,1.21371,-1.21431e+06,-0.000121371,1.21431e+06
0.000857,1.21761,-1.41918e+06,-0.000121761,1.41918e+06
0.000858,1.22154,-1.66067e+06,-0.000122154,1.66067e+06
0.000859,1.2255,-1.94564e+06,-0.00012255,1.94564e+06
0.00086,1.22949,-2.2823e+06,-0.000122949,2.2823e+06
0.000861,1.23351,-2.68047e+06,-0.000123351,2.68047e+06
0.000862,1.23756,-3.15192e+06,-0.000123756,3.15192e+06
0.000863,1.24164,-3.71076e+06,-0.000124164,3.71076e+06
