time,V(N001),V(N002),V(N003),I(V1),I(R1),I(I1),I(R2),I(R3)
0.000343,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000344,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000345,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000346,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000347,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000348,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000349,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00035,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000351,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000352,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000353,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000354,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000355,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000356,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000357,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000358,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000359,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00036,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000361,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000362,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000363,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000364,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000365,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000366,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000367,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000368,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000369,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00037,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000371,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000372,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000373,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000374,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000375,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000376,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000377,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000378,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000379,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00038,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000381,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000382,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000383,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000384,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000385,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000386,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000387,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000388,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000389,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00039,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000391,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000392,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000393,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000394,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000395,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000396,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000397,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000398,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000399,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.0004,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000401,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000402,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000403,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000404,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000405,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000406,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000407,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000408,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000409,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00041,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000411,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000412,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000413,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000414,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000415,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000416,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000417,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000418,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000419,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00042,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000421,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000422,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000423,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000424,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000425,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000426,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000427,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000428,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000429,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00043,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000431,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000432,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000433,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000434,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000435,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000436,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000437,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000438,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000439,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00044,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000441,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000442,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000443,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000444,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000445,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000446,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000447,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000448,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000449,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00045,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000451,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000452,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000453,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000454,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000455,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000456,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000457,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000458,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000459,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00046,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000461,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000462,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000463,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000464,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000465,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000466,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000467,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000468,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000469,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00047,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000471,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000472,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000473,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000474,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000475,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000476,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000477,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000478,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000479,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00048,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000481,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000482,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000483,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000484,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000485,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000486,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000487,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000488,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000489,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00049,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000491,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000492,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000493,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000494,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000495,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000496,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000497,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000498,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000499,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.0005,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000501,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000502,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000503,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000504,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000505,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000506,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000507,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000508,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000509,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00051,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000511,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000512,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000513,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000514,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000515,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000516,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000517,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000518,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000519,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00052,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000521,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000522,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000523,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000524,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000525,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000526,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000527,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000528,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000529,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00053,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000531,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000532,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000533,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000534,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000535,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000536,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000537,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000538,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000539,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00054,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000541,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000542,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000543,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000544,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000545,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000546,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000547,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000548,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000549,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00055,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000551,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000552,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000553,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000554,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000555,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000556,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000557,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000558,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000559,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00056,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000561,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000562,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000563,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000564,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000565,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000566,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000567,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000568,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000569,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00057,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000571,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000572,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000573,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000574,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000575,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000576,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000577,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000578,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000579,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00058,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000581,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000582,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000583,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000584,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000585,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000586,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000587,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000588,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000589,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00059,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000591,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000592,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000593,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000594,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000595,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000596,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000597,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000598,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000599,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.0006,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000601,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000602,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000603,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000604,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000605,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000606,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000607,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000608,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000609,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00061,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000611,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000612,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000613,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000614,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000615,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000616,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000617,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000618,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000619,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00062,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000621,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000622,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000623,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000624,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000625,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000626,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000627,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000628,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000629,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00063,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000631,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000632,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000633,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000634,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000635,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000636,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000637,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000638,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000639,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00064,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000641,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000642,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000643,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000644,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000645,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000646,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000647,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000648,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000649,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00065,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000651,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000652,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000653,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000654,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000655,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000656,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000657,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000658,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000659,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00066,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000661,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000662,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000663,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000664,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000665,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000666,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000667,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000668,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000669,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00067,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000671,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000672,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000673,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000674,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000675,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000676,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000677,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000678,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000679,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00068,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000681,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000682,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000683,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000684,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000685,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000686,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000687,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000688,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.000689,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00069,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
