time,V(N001),V(N002),V(N003),I(V1),I(V2),I(R1),I(R2),I(R3)
0.000828,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000829,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00083,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000831,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000832,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000833,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000834,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000835,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000836,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000837,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000838,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000839,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00084,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000841,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000842,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000843,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000844,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000845,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000846,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000847,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000848,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000849,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00085,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000851,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000852,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000853,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000854,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000855,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000856,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000857,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000858,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000859,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00086,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000861,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000862,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000863,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000864,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000865,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000866,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000867,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000868,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000869,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00087,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000871,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000872,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000873,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000874,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000875,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000876,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000877,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000878,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000879,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00088,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000881,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000882,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000883,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000884,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000885,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000886,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000887,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000888,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000889,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00089,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000891,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000892,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000893,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000894,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000895,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000896,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000897,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000898,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000899,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.0009,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000901,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000902,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000903,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000904,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000905,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000906,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000907,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000908,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000909,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00091,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000911,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000912,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000913,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000914,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000915,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000916,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000917,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000918,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000919,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00092,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000921,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000922,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000923,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000924,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000925,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000926,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000927,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000928,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000929,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00093,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000931,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000932,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000933,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000934,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000935,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000936,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000937,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000938,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000939,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00094,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000941,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000942,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000943,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000944,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000945,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000946,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000947,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000948,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000949,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00095,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000951,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000952,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000953,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000954,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000955,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000956,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000957,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000958,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000959,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00096,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000961,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000962,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000963,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000964,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000965,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000966,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000967,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000968,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000969,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00097,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000971,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000972,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000973,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000974,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000975,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000976,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000977,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000978,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000979,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00098,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000981,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000982,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000983,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000984,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000985,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000986,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000987,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000988,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000989,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00099,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000991,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000992,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000993,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000994,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000995,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000996,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000997,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000998,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000999,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.001,2,-1,0,-0.0003,0,-0.0003,0,0.0001
