time,V(N001),V(N002),V(N003),I(V1),I(V2),I(R1),I(R2),I(R3)
0.000406,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000407,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000408,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000409,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00041,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000411,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000412,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000413,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000414,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000415,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000416,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000417,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000418,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000419,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00042,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000421,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000422,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000423,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000424,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000425,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000426,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000427,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000428,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000429,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00043,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000431,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000432,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000433,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000434,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000435,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000436,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000437,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000438,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000439,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00044,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000441,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000442,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000443,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000444,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000445,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000446,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000447,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000448,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000449,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00045,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000451,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000452,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000453,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000454,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000455,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000456,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000457,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000458,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000459,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00046,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000461,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000462,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000463,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000464,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000465,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000466,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000467,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000468,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000469,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00047,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000471,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000472,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000473,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000474,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000475,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000476,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000477,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000478,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000479,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00048,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000481,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000482,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000483,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000484,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000485,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000486,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000487,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000488,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000489,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00049,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000491,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000492,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000493,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000494,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000495,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000496,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000497,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000498,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000499,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.0005,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000501,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000502,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000503,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000504,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000505,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000506,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000507,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000508,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000509,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00051,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000511,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000512,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000513,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000514,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000515,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000516,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000517,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000518,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000519,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00052,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000521,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000522,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000523,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000524,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000525,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000526,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000527,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000528,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000529,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00053,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000531,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000532,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000533,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000534,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000535,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000536,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000537,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000538,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000539,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00054,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000541,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000542,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000543,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000544,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000545,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000546,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000547,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000548,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000549,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00055,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000551,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000552,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000553,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000554,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000555,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000556,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000557,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000558,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000559,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00056,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000561,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000562,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000563,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000564,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000565,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000566,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000567,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000568,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000569,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00057,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000571,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000572,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000573,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000574,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000575,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000576,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000577,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000578,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000579,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00058,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000581,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000582,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000583,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000584,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000585,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000586,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000587,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000588,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000589,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00059,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000591,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000592,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000593,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000594,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000595,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000596,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000597,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000598,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000599,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.0006,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000601,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000602,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000603,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000604,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000605,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000606,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000607,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000608,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000609,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00061,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000611,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000612,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000613,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000614,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000615,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000616,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000617,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000618,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000619,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00062,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000621,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000622,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000623,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000624,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000625,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000626,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000627,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000628,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000629,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00063,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000631,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000632,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000633,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000634,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000635,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000636,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000637,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000638,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000639,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00064,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000641,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000642,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000643,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000644,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000645,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000646,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000647,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000648,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000649,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00065,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000651,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000652,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000653,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000654,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000655,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000656,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000657,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000658,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000659,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00066,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000661,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000662,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000663,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000664,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000665,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000666,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000667,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000668,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000669,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00067,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000671,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000672,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000673,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000674,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000675,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000676,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000677,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000678,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000679,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00068,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000681,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000682,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000683,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000684,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000685,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000686,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000687,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000688,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000689,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00069,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000691,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000692,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000693,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000694,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000695,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000696,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000697,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000698,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000699,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.0007,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000701,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000702,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000703,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000704,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000705,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000706,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000707,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000708,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000709,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00071,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000711,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000712,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000713,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000714,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000715,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000716,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000717,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000718,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000719,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00072,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000721,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000722,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000723,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000724,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000725,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000726,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000727,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000728,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000729,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00073,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000731,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000732,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000733,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000734,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000735,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000736,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000737,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000738,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000739,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00074,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000741,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000742,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000743,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000744,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000745,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000746,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000747,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000748,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000749,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00075,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000751,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000752,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000753,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000754,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000755,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000756,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000757,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000758,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000759,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00076,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000761,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000762,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000763,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000764,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000765,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000766,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000767,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000768,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000769,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00077,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000771,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000772,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000773,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000774,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000775,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000776,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000777,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000778,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000779,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00078,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000781,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000782,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000783,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000784,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000785,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000786,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000787,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000788,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000789,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00079,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000791,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000792,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000793,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000794,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000795,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000796,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000797,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000798,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000799,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.0008,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000801,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000802,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000803,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000804,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000805,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000806,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000807,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000808,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000809,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00081,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000811,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000812,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000813,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000814,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000815,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000816,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000817,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000818,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000819,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.00082,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000821,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000822,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000823,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000824,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000825,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000826,2,-1,0,-0.0003,0,-0.0003,0,0.0001
0.000827,2,-1,0,-0.0003,0,-0.0003,0,0.0001
