time,V(N001),V(N002),I(V1),I(R1),I(C1),I(L1)
0.000318,1,-9.94645e+42,-9.94645e+38,-9.94645e+38,-1.20298e+40,1.10351e+40
0.000319,1,2.0833e+42,2.0833e+38,2.0833e+38,-2.07732e+40,2.09816e+40
0.00032,1,2.28565e+43,2.28565e+39,2.28565e+39,-1.66126e+40,1.88983e+40
0.000321,1,3.94691e+43,3.94691e+39,3.94691e+39,7.90519e+39,-3.95827e+39
0.000322,1,3.1564e+43,3.1564e+39,3.1564e+39,4.65838e+40,-4.34274e+40
0.000323,1,-1.50199e+43,-1.50199e+39,-1.50199e+39,7.34894e+40,-7.49914e+40
0.000324,1,-8.85092e+43,-8.85092e+39,-8.85092e+39,5.11206e+40,-5.99715e+40
0.000325,1,-1.3963e+44,-1.3963e+40,-1.3963e+40,-4.25007e+40,2.85377e+40
0.000326,1,-9.71291e+43,-9.71291e+39,-9.71291e+39,-1.7788e+41,1.68168e+41
0.000327,1,8.07513e+43,8.07513e+39,8.07513e+39,-2.57222e+41,2.65297e+41
0.000328,1,3.37973e+44,3.37973e+40,3.37973e+40,-1.50748e+41,1.84545e+41
0.000329,1,4.88721e+44,4.88721e+40,4.88721e+40,2.023e+41,-1.53428e+41
0.00033,1,2.86421e+44,2.86421e+40,2.86421e+40,6.70791e+41,-6.42148e+41
0.000331,1,-3.84369e+44,-3.84369e+40,-3.84369e+40,8.90133e+41,-9.2857e+41
0.000332,1,-1.2745e+45,-1.2745e+41,-1.2745e+41,4.1675e+41,-5.442e+41
0.000333,1,-1.69125e+45,-1.69125e+41,-1.69125e+41,-8.99427e+41,7.30302e+41
0.000334,1,-7.91825e+44,-7.91825e+40,-7.91825e+40,-2.50074e+42,2.42155e+42
0.000335,1,1.70891e+45,1.70891e+41,1.70891e+41,-3.04249e+42,3.21338e+42
0.000336,1,4.7514e+45,4.7514e+41,4.7514e+41,-1.02933e+42,1.50447e+42
0.000337,1,5.78073e+45,5.78073e+41,5.78073e+41,3.825e+42,-3.24693e+42
0.000338,1,1.95572e+45,1.95572e+41,1.95572e+41,9.22323e+42,-9.02766e+42
0.000339,1,-7.26751e+45,-7.26751e+41,-7.26751e+41,1.02566e+43,-1.09834e+43
0.00034,1,-1.75241e+46,-1.75241e+42,-1.75241e+42,1.96346e+42,-3.71587e+42
0.000341,1,-1.94876e+46,-1.94876e+42,-1.94876e+42,-1.5757e+43,1.38083e+43
0.000342,1,-3.73058e+45,-3.73058e+41,-3.73058e+41,-3.36689e+43,3.32959e+43
0.000343,1,2.99383e+46,2.99383e+42,2.99383e+42,-3.40326e+43,3.70264e+43
0.000344,1,6.3971e+46,6.3971e+42,6.3971e+42,-6.90998e+41,7.08809e+42
0.000345,1,6.4662e+46,6.4662e+42,6.4662e+42,6.33491e+43,-5.68829e+43
0.000346,1,1.3129e+45,1.3129e+41,1.3129e+41,1.21676e+44,-1.21545e+44
0.000347,1,-1.20363e+47,-1.20363e+43,-1.20363e+43,1.10821e+44,-1.22858e+44
0.000348,1,-2.31185e+47,-2.31185e+43,-2.31185e+43,-2.0624e+43,-2.4945e+42
0.000349,1,-2.10561e+47,-2.10561e+43,-2.10561e+43,-2.49746e+44,2.2869e+44
0.00035,1,3.91855e+46,3.91855e+42,3.91855e+42,-4.35332e+44,4.39251e+44
0.000351,1,4.74518e+47,4.74518e+43,4.74518e+43,-3.52613e+44,4.00065e+44
0.000352,1,8.27131e+47,8.27131e+43,8.27131e+43,1.57166e+44,-7.44525e+43
0.000353,1,6.69966e+47,6.69966e+43,6.69966e+43,9.6858e+44,-9.01584e+44
0.000354,1,-2.98615e+47,-2.98615e+43,-2.98615e+43,1.54169e+45,-1.57155e+45
0.000355,1,-1.8403e+48,-1.8403e+44,-1.8403e+44,1.0889e+45,-1.27293e+45
0.000356,1,-2.92921e+48,-2.92921e+44,-2.92921e+44,-8.60288e+44,5.67368e+44
0.000357,1,-2.06892e+48,-2.06892e+44,-2.06892e+44,-3.70347e+45,3.49657e+45
0.000358,1,1.63455e+48,1.63455e+44,1.63455e+44,-5.40204e+45,5.56549e+45
0.000359,1,7.03659e+48,7.03659e+44,7.03659e+44,-3.22729e+45,3.93094e+45
0.00036,1,1.02639e+49,1.02639e+45,1.02639e+45,4.13203e+45,-3.10564e+45
0.000361,1,6.13184e+48,6.13184e+44,6.13184e+44,1.39827e+46,-1.33695e+46
0.000362,1,-7.85085e+48,-7.85085e+44,-7.85085e+44,1.87163e+46,-1.95014e+46
0.000363,1,-2.65671e+49,-2.65671e+45,-2.65671e+45,8.99379e+45,-1.16505e+46
0.000364,1,-3.55609e+49,-3.55609e+45,-3.55609e+45,-1.84727e+46,1.49166e+46
0.000365,1,-1.70882e+49,-1.70882e+45,-1.70882e+45,-5.21864e+46,5.04775e+46
0.000366,1,3.50982e+49,3.50982e+45,3.50982e+45,-6.40559e+46,6.75657e+46
0.000367,1,9.91541e+49,9.91541e+45,9.91541e+45,-2.25522e+46,3.24676e+46
0.000368,1,1.21706e+50,1.21706e+46,1.21706e+46,7.88571e+46,-6.66865e+46
0.000369,1,4.28491e+49,4.28491e+45,4.28491e+45,1.92678e+47,-1.88393e+47
0.00037,1,-1.49829e+50,-1.49829e+46,-1.49829e+46,2.16259e+47,-2.31242e+47
0.000371,1,-3.66088e+50,-3.66088e+46,-3.66088e+46,4.48046e+46,-8.14133e+46
0.000372,1,-4.10892e+50,-4.10892e+46,-4.10892e+46,-3.25763e+47,2.84674e+47
0.000373,1,-8.51287e+49,-8.51287e+45,-8.51287e+45,-7.04079e+47,6.95566e+47
0.000374,1,6.18951e+50,6.18951e+46,6.18951e+46,-7.188e+47,7.80695e+47
0.000375,1,1.33775e+51,1.33775e+47,1.33775e+47,-2.79695e+46,1.61745e+47
0.000376,1,1.36572e+51,1.36572e+47,1.36572e+47,1.31258e+48,-1.17601e+48
0.000377,1,5.31421e+49,5.31421e+45,5.31421e+45,2.54704e+48,-2.54173e+48
0.000378,1,-2.4939e+51,-2.4939e+47,-2.4939e+47,2.34548e+48,-2.59487e+48
0.000379,1,-4.83938e+51,-4.83938e+47,-4.83938e+47,-3.82968e+47,-1.0097e+47
0.00038,1,-4.45641e+51,-4.45641e+47,-4.45641e+47,-5.18405e+48,4.73841e+48
0.000381,1,7.27639e+50,7.27639e+46,7.27639e+46,-9.12205e+48,9.19482e+48
0.000382,1,9.84969e+51,9.84969e+47,9.84969e+47,-7.48221e+48,8.46718e+48
0.000383,1,1.73319e+52,1.73319e+48,1.73319e+48,3.1157e+48,-1.38251e+48
0.000384,1,1.42162e+52,1.42162e+48,1.42162e+48,2.0136e+49,-1.87144e+49
0.000385,1,-5.91984e+51,-5.91984e+47,-5.91984e+47,3.23386e+49,-3.29306e+49
0.000386,1,-3.82585e+52,-3.82585e+48,-3.82585e+48,2.31849e+49,-2.70108e+49
0.000387,1,-6.14434e+52,-6.14434e+48,-6.14434e+48,-1.7392e+49,1.12477e+49
0.000388,1,-4.40514e+52,-4.40514e+48,-4.40514e+48,-7.70962e+49,7.26911e+49
0.000389,1,3.30449e+52,3.30449e+48,3.30449e+48,-1.13438e+50,1.16742e+50
0.00039,1,1.46483e+53,1.46483e+49,1.46483e+49,-6.90493e+49,8.36976e+49
0.000391,1,2.15532e+53,2.15532e+49,2.15532e+49,8.43384e+49,-6.27852e+49
0.000392,1,1.31194e+53,1.31194e+49,1.31194e+49,2.91437e+50,-2.78317e+50
0.000393,1,-1.60243e+53,-1.60243e+49,-1.60243e+49,3.93487e+50,-4.09511e+50
0.000394,1,-5.5373e+53,-5.5373e+49,-5.5373e+49,1.93895e+50,-2.49268e+50
0.000395,1,-7.47625e+53,-7.47625e+49,-7.47625e+49,-3.79224e+50,3.04462e+50
0.000396,1,-3.684e+53,-3.684e+49,-3.684e+49,-1.08893e+51,1.05209e+51
0.000397,1,7.20526e+53,7.20526e+49,7.20526e+49,-1.34843e+51,1.42049e+51
0.000398,1,2.06896e+54,2.06896e+50,2.06896e+50,-4.93065e+50,6.99961e+50
0.000399,1,2.56203e+54,2.56203e+50,2.56203e+50,1.6252e+51,-1.369e+51
0.0004,1,9.36823e+53,9.36823e+49,9.36823e+49,4.02471e+51,-3.93102e+51
0.000401,1,-3.08788e+54,-3.08788e+50,-3.08788e+50,4.55906e+51,-4.86785e+51
0.000402,1,-7.64694e+54,-7.64694e+50,-7.64694e+50,1.01527e+51,-1.77996e+51
0.000403,1,-8.66221e+54,-8.66221e+50,-8.66221e+50,-6.7332e+51,5.86698e+51
0.000404,1,-1.92901e+54,-1.92901e+50,-1.92901e+50,-1.47221e+52,1.45292e+52
0.000405,1,1.27931e+55,1.27931e+51,1.27931e+51,-1.51789e+52,1.64582e+52
0.000406,1,2.7972e+55,2.7972e+51,2.7972e+51,-8.67927e+50,3.66512e+51
0.000407,1,2.88399e+55,2.88399e+51,2.88399e+51,2.71908e+52,-2.43069e+52
0.000408,1,1.64906e+54,1.64906e+50,1.64906e+50,5.33117e+52,-5.31468e+52
0.000409,1,-5.16626e+55,-5.16626e+51,-5.16626e+51,4.96296e+52,-5.47958e+52
0.00041,1,-1.01292e+56,-1.01292e+52,-1.01292e+52,-6.996e+51,-3.13322e+51
0.000411,1,-9.42962e+55,-9.42962e+51,-9.42962e+51,-1.07589e+53,9.81589e+52
0.000412,1,1.32924e+55,1.32924e+51,1.32924e+51,-1.91126e+53,1.92455e+53
0.000413,1,2.04418e+56,2.04418e+52,2.04418e+52,-1.58721e+53,1.79163e+53
0.000414,1,3.63139e+56,3.63139e+52,3.63139e+52,6.15695e+52,-2.52556e+52
0.000415,1,3.0157e+56,3.0157e+52,3.0157e+52,4.18552e+53,-3.88395e+53
0.000416,1,-1.16982e+56,-1.16982e+52,-1.16982e+52,6.78266e+53,-6.89964e+53
0.000417,1,-7.95248e+56,-7.95248e+52,-7.95248e+52,4.93458e+53,-5.72982e+53
0.000418,1,-1.28871e+57,-1.28871e+53,-1.28871e+53,-3.51136e+53,2.22266e+53
0.000419,1,-9.37569e+56,-9.37569e+52,-9.37569e+52,-1.60473e+54,1.51097e+54
0.00042,1,6.67159e+56,6.67159e+52,6.67159e+52,-2.38182e+54,2.44854e+54
0.000421,1,3.04898e+57,3.04898e+53,3.04898e+53,-1.47648e+54,1.78138e+54
0.000422,1,4.52547e+57,4.52547e+53,4.52547e+53,1.72015e+54,-1.2676e+54
0.000423,1,2.80532e+57,2.80532e+53,2.80532e+53,6.0736e+54,-5.79307e+54
0.000424,1,-3.26828e+57,-3.26828e+53,-3.26828e+53,8.27156e+54,-8.59839e+54
0.000425,1,-1.15398e+58,-1.15398e+54,-1.15398e+54,4.17612e+54,-5.3301e+54
0.000426,1,-1.5716e+58,-1.5716e+54,-1.5716e+54,-7.78133e+54,6.20974e+54
0.000427,1,-7.93463e+57,-7.93463e+53,-7.93463e+53,-2.27192e+55,2.19257e+55
0.000428,1,1.47845e+58,1.47845e+54,1.47845e+54,-2.83819e+55,2.98603e+55
0.000429,1,4.31664e+58,4.31664e+54,4.31664e+54,-1.07592e+55,1.50758e+55
0.00043,1,5.39256e+58,5.39256e+54,5.39256e+54,3.34832e+55,-2.80906e+55
0.000431,1,2.04424e+58,2.04424e+54,2.04424e+54,8.40604e+55,-8.20162e+55
0.000432,1,-6.3618e+58,-6.3618e+54,-6.3618e+54,9.60968e+55,-1.02459e+56
0.000433,1,-1.59715e+59,-1.59715e+55,-1.59715e+55,2.28691e+55,-3.88405e+55
0.000434,1,-1.82584e+59,-1.82584e+55,-1.82584e+55,-1.39133e+56,1.20874e+56
0.000435,1,-4.34512e+58,-4.34512e+54,-4.34512e+54,-3.07803e+56,3.03458e+56
0.000436,1,2.64352e+59,2.64352e+55,2.64352e+55,-3.20474e+56,3.46909e+56
0.000437,1,5.84826e+59,5.84826e+55,5.84826e+55,-2.40747e+55,8.25573e+55
0.000438,1,6.08901e+59,6.08901e+55,6.08901e+55,5.63159e+56,-5.02269e+56
0.000439,1,4.5742e+58,4.5742e+54,4.5742e+54,1.11574e+57,-1.11117e+57
0.00044,1,-1.07e+60,-1.07e+56,-1.07e+56,1.04991e+57,-1.15691e+57
0.000441,1,-2.11991e+60,-2.11991e+56,-2.11991e+56,-1.25082e+56,-8.69097e+55
0.000442,1,-1.99483e+60,-1.99483e+56,-1.99483e+56,-2.23249e+57,2.033e+57
0.000443,1,2.37655e+59,2.37655e+55,2.37655e+55,-4.00407e+57,4.02784e+57
0.000444,1,4.24172e+60,4.24172e+56,4.24172e+56,-3.36601e+57,3.79018e+57
0.000445,1,7.60773e+60,7.60773e+56,7.60773e+56,1.21232e+57,-4.51545e+56
0.000446,1,6.39541e+60,6.39541e+56,6.39541e+56,8.69882e+57,-8.05928e+57
0.000447,1,-2.3034e+60,-2.3034e+56,-2.3034e+56,1.42244e+58,-1.44547e+58
0.000448,1,-1.65278e+61,-1.65278e+57,-1.65278e+57,1.04985e+58,-1.21513e+58
0.000449,1,-2.70263e+61,-2.70263e+57,-2.70263e+57,-7.07909e+57,4.37647e+57
0.00045,1,-1.99472e+61,-1.99472e+57,-1.99472e+57,-3.33975e+58,3.14027e+58
0.000451,1,1.34503e+61,1.34503e+57,1.34503e+57,-5.00049e+58,5.13499e+58
0.000452,1,6.34552e+61,6.34552e+57,6.34552e+57,-3.15541e+58,3.78996e+58
0.000453,1,9.50093e+61,9.50093e+57,9.50093e+57,3.50565e+58,-2.55555e+58
0.000454,1,5.99528e+61,5.99528e+57,5.99528e+57,1.2656e+59,-1.20565e+59
0.000455,1,-6.66073e+61,-6.66073e+57,-6.66073e+57,1.73857e+59,-1.80518e+59
0.000456,1,-2.40464e+62,-2.40464e+58,-2.40464e+58,8.98639e+58,-1.1391e+59
0.000457,1,-3.30328e+62,-3.30328e+58,-3.30328e+58,-1.59587e+59,1.26554e+59
0.000458,1,-1.70741e+62,-1.70741e+58,-1.70741e+58,-4.73956e+59,4.56882e+59
0.000459,1,3.03215e+62,3.03215e+58,3.03215e+58,-5.97302e+59,6.27623e+59
0.00046,1,9.00517e+62,9.00517e+58,9.00517e+58,-2.34357e+59,3.24409e+59
0.000461,1,1.13487e+63,1.13487e+59,1.13487e+59,6.89595e+59,-5.76108e+59
0.000462,1,4.45279e+62,4.45279e+58,4.45279e+58,1.75551e+60,-1.71098e+60
0.000463,1,-1.31023e+63,-1.31023e+59,-1.31023e+59,2.02524e+60,-2.15626e+60
0.000464,1,-3.33547e+63,-3.33547e+59,-3.33547e+59,5.12483e+59,-8.46029e+59
0.000465,1,-3.84795e+63,-3.84795e+59,-3.84795e+59,-2.87423e+60,2.48944e+60
0.000466,1,-9.73717e+62,-9.73717e+58,-9.73717e+58,-6.43476e+60,6.33739e+60
0.000467,1,5.46104e+63,5.46104e+59,5.46104e+59,-6.765e+60,7.31111e+60
0.000468,1,1.2226e+64,1.2226e+60,1.2226e+60,-6.27458e+59,1.85006e+60
0.000469,1,1.28535e+64,1.28535e+60,1.28535e+60,1.16613e+61,-1.0376e+61
0.00047,1,1.19217e+63,1.19217e+59,1.19217e+59,2.33487e+61,-2.32295e+61
0.000471,1,-2.21565e+64,-2.21565e+60,-2.21565e+60,2.2206e+61,-2.44217e+61
0.000472,1,-4.43625e+64,-4.43625e+60,-4.43625e+60,-2.17113e+60,-2.26512e+60
0.000473,1,-4.21914e+64,-4.21914e+60,-4.21914e+60,-4.63166e+61,4.20974e+61
0.000474,1,4.12515e+63,4.12515e+59,4.12515e+59,-8.38763e+61,8.42888e+61
0.000475,1,8.80014e+64,8.80014e+60,8.80014e+60,-7.13635e+61,8.01637e+61
0.000476,1,1.59365e+65,1.59365e+61,1.59365e+61,2.37743e+61,-7.83778e+60
0.000477,1,1.35591e+65,1.35591e+61,1.35591e+61,1.80762e+62,-1.67203e+62
0.000478,1,-4.51711e+64,-4.51711e+60,-4.51711e+60,2.98276e+62,-3.02793e+62
0.000479,1,-3.43447e+65,-3.43447e+61,-3.43447e+61,2.23278e+62,-2.57622e+62
0.00048,1,-5.66725e+65,-5.66725e+61,-5.66725e+61,-1.42498e+62,8.58252e+61
0.000481,1,-4.24227e+65,-4.24227e+61,-4.24227e+61,-6.94973e+62,6.5255e+62
0.000482,1,2.70746e+65,2.70746e+61,2.70746e+61,-1.0497e+63,1.07678e+63
0.000483,1,1.32045e+66,1.32045e+62,1.32045e+62,-6.73987e+62,8.06032e+62
0.000484,1,1.99444e+66,1.99444e+62,1.99444e+62,7.1386e+62,-5.14417e+62
0.000485,1,1.28058e+66,1.28058e+62,1.28058e+62,2.63691e+63,-2.50885e+63
0.000486,1,-1.35633e+66,-1.35633e+62,-1.35633e+62,3.65379e+63,-3.78943e+63
0.000487,1,-5.01013e+66,-5.01013e+62,-5.01013e+62,1.93208e+63,-2.43309e+63
0.000488,1,-6.94221e+66,-6.94221e+62,-6.94221e+62,-3.27126e+63,2.57703e+63
0.000489,1,-3.67095e+66,-3.67095e+62,-3.67095e+62,-9.88634e+63,9.51924e+63
0.00049,1,6.21539e+66,6.21539e+62,6.21539e+62,-1.25687e+64,1.31902e+64
0.000491,1,1.8784e+67,1.8784e+63,1.8784e+63,-5.09641e+63,6.97481e+63
0.000492,1,2.38805e+67,2.38805e+63,2.38805e+63,1.41973e+64,-1.18092e+64
0.000493,1,9.68317e+66,9.68317e+62,9.68317e+62,3.6658e+64,-3.56897e+64
0.000494,1,-2.69748e+67,-2.69748e+63,-2.69748e+63,4.26754e+64,-4.53729e+64
0.000495,1,-6.96502e+67,-6.96502e+63,-6.96502e+63,1.1433e+64,-1.8398e+64
0.000496,1,-8.10832e+67,-8.10832e+63,-8.10832e+63,-5.93605e+64,5.12522e+64
0.000497,1,-2.17227e+67,-2.17227e+63,-2.17227e+63,-1.34508e+65,1.32335e+65
0.000498,1,1.12785e+68,1.12785e+64,1.12785e+64,-1.4278e+65,1.54058e+65
0.000499,1,2.55565e+68,2.55565e+64,2.55565e+64,-1.57167e+64,4.12732e+64
0.0005,1,2.71281e+68,2.71281e+64,2.71281e+64,2.4142e+65,-2.14291e+65
0.000501,1,2.98617e+67,2.98617e+63,2.98617e+63,4.88559e+65,-4.85573e+65
0.000502,1,-4.58697e+68,-4.58697e+64,-4.58697e+64,4.69565e+65,-5.15434e+65
0.000503,1,-9.28262e+68,-9.28262e+64,-9.28262e+64,-3.60889e+64,-5.67373e+64
0.000504,1,-8.92173e+68,-8.92173e+64,-8.92173e+64,-9.60742e+65,8.71524e+65
0.000505,1,6.85689e+67,6.85689e+63,6.85689e+63,-1.75684e+66,1.7637e+66
0.000506,1,1.82541e+69,1.82541e+65,1.82541e+65,-1.51259e+66,1.69513e+66
0.000507,1,3.338e+69,3.338e+65,3.338e+65,4.64081e+65,-1.30281e+65
0.000508,1,2.87392e+69,2.87392e+65,2.87392e+65,3.75567e+66,-3.46828e+66
0.000509,1,-8.81753e+68,-8.81753e+64,-8.81753e+64,6.25402e+66,-6.34219e+66
0.00051,1,-7.13577e+69,-7.13577e+65,-7.13577e+65,4.74686e+66,-5.46044e+66
0.000511,1,-1.18826e+70,-1.18826e+66,-1.18826e+66,-2.86359e+66,1.67533e+66
0.000512,1,-9.01904e+69,-9.01904e+65,-9.01904e+65,-1.44599e+67,1.3558e+67
0.000513,1,5.44083e+69,5.44083e+65,5.44083e+65,-2.20329e+67,2.2577e+67
0.000514,1,2.74738e+70,2.74738e+66,2.74738e+66,-1.43888e+67,1.71362e+67
0.000515,1,4.18626e+70,4.18626e+66,4.18626e+66,1.45238e+67,-1.03376e+67
0.000516,1,2.73387e+70,2.73387e+66,2.73387e+66,5.4934e+67,-5.22001e+67
0.000517,1,-2.75953e+70,-2.75953e+66,-2.75953e+66,7.67793e+67,-7.95389e+67
0.000518,1,-1.04375e+71,-1.04375e+67,-1.04375e+67,4.15061e+67,-5.19436e+67
0.000519,1,-1.45881e+71,-1.45881e+67,-1.45881e+67,-6.70191e+67,5.2431e+67
0.00052,1,-7.88616e+70,-7.88616e+66,-7.88616e+66,-2.06198e+68,1.98312e+68
0.000521,1,1.27336e+71,1.27336e+67,1.27336e+67,-2.6444e+68,2.77173e+68
0.000522,1,3.91776e+71,3.91776e+67,3.91776e+67,-1.10659e+68,1.49837e+68
0.000523,1,5.02436e+71,5.02436e+67,5.02436e+67,2.92183e+68,-2.41939e+68
0.000524,1,2.10253e+71,2.10253e+67,2.10253e+67,7.654e+68,-7.44374e+68
0.000525,1,-5.55147e+71,-5.55147e+67,-5.55147e+67,8.99113e+68,-9.54628e+68
0.000526,1,-1.45426e+72,-1.45426e+68,-1.45426e+68,2.54055e+68,-3.99481e+68
0.000527,1,-1.70831e+72,-1.70831e+68,-1.70831e+68,-1.22561e+69,1.05478e+69
0.000528,1,-4.82704e+71,-4.82704e+67,-4.82704e+67,-2.81136e+69,2.76309e+69
0.000529,1,2.32866e+72,2.32866e+68,2.32866e+68,-3.01293e+69,3.2458e+69
0.00053,1,5.34159e+72,5.34159e+68,5.34159e+68,-3.82979e+68,9.17138e+68
0.000531,1,5.72457e+72,5.72457e+68,5.72457e+68,4.99691e+69,-4.42445e+69
0.000532,1,7.27659e+71,7.27659e+67,7.27659e+67,1.02218e+70,-1.0149e+70
0.000533,1,-9.49413e+72,-9.49413e+68,-9.49413e+68,9.92727e+69,-1.08767e+70
0.000534,1,-1.94214e+73,-1.94214e+69,-1.94214e+69,-5.59587e+68,-1.38255e+69
0.000535,1,-1.88618e+73,-1.88618e+69,-1.88618e+69,-1.9925e+70,1.80388e+70
0.000536,1,1.06322e+72,1.06322e+68,1.06322e+68,-3.67943e+70,3.69007e+70
0.000537,1,3.78576e+73,3.78576e+69,3.78576e+69,-3.20517e+70,3.58374e+70
0.000538,1,6.99092e+73,6.99092e+69,6.99092e+69,9.01103e+69,-2.02011e+69
0.000539,1,6.08982e+73,6.08982e+69,6.08982e+69,7.80192e+70,-7.19293e+70
0.00054,1,-1.7121e+73,-1.7121e+69,-1.7121e+69,1.31115e+71,-1.32828e+71
0.000541,1,-1.48236e+74,-1.48236e+70,-1.48236e+70,1.00883e+71,-1.15707e+71
0.000542,1,-2.49119e+74,-2.49119e+70,-2.49119e+70,-5.74418e+70,3.25298e+70
0.000543,1,-1.91678e+74,-1.91678e+70,-1.91678e+70,-3.00817e+71,2.81649e+71
0.000544,1,1.09139e+74,1.09139e+70,1.09139e+70,-4.62413e+71,4.73327e+71
0.000545,1,5.71552e+74,5.71552e+70,5.71552e+70,-3.07032e+71,3.64187e+71
0.000546,1,8.78584e+74,8.78584e+70,8.78584e+70,2.95223e+71,-2.07365e+71
0.000547,1,5.83361e+74,5.83361e+70,5.83361e+70,1.14429e+72,-1.08595e+72
0.000548,1,-5.60924e+74,-5.60924e+70,-5.60924e+70,1.61322e+72,-1.66931e+72
0.000549,1,-2.17414e+75,-2.17414e+71,-2.17414e+71,8.90972e+71,-1.10839e+72
0.00055,1,-3.06511e+75,-3.06511e+71,-3.06511e+71,-1.37227e+72,1.06576e+72
0.000551,1,-1.69285e+75,-1.69285e+71,-1.69285e+71,-4.30015e+72,4.13087e+72
0.000552,1,2.60731e+75,2.60731e+71,2.60731e+71,-5.56299e+72,5.82372e+72
0.000553,1,8.17029e+75,8.17029e+71,8.17029e+71,-2.39938e+72,3.21641e+72
0.000554,1,1.05697e+76,1.05697e+72,1.05697e+72,6.01085e+72,-4.95388e+72
0.000555,1,4.55882e+75,4.55882e+71,4.55882e+71,1.59794e+73,-1.55236e+73
0.000556,1,-1.14206e+76,-1.14206e+72,-1.14206e+72,1.89403e+73,-2.00824e+73
0.000557,1,-3.03609e+76,-3.03609e+72,-3.03609e+72,5.62567e+72,-8.66176e+72
0.000558,1,-3.59866e+76,-3.59866e+72,-3.59866e+72,-2.52978e+73,2.16992e+73
0.000559,1,-1.06888e+76,-1.06888e+72,-1.06888e+72,-5.87547e+73,5.76858e+73
0.00056,1,4.80659e+76,4.80659e+72,4.80659e+72,-6.3568e+73,6.83745e+73
0.000561,1,1.11634e+77,1.11634e+73,1.11634e+73,-9.14527e+72,2.03087e+73
0.000562,1,1.20779e+77,1.20779e+73,1.20779e+73,1.03403e+74,-9.13252e+73
0.000563,1,1.7376e+76,1.7376e+72,1.7376e+72,2.13842e+74,-2.12104e+74
0.000564,1,-1.96466e+77,-1.96466e+73,-1.96466e+73,2.09834e+74,-2.2948e+74
0.000565,1,-4.063e+77,-4.063e+73,-4.063e+73,-7.61552e+72,-3.30144e+73
0.000566,1,-3.98684e+77,-3.98684e+73,-3.98684e+73,-4.13154e+74,3.73285e+74
0.000567,1,1.44695e+76,1.44695e+72,1.44695e+72,-7.70522e+74,7.71969e+74
0.000568,1,7.84992e+77,7.84992e+73,7.84992e+73,-6.79001e+74,7.575e+74
0.000569,1,1.46399e+78,1.46399e+74,1.46399e+74,1.73891e+74,-2.7492e+73
0.00057,1,1.2901e+78,1.2901e+74,1.2901e+74,1.62049e+75,-1.49148e+75
0.000571,1,-3.30393e+77,-3.30393e+73,-3.30393e+73,2.74855e+75,-2.78159e+75
0.000572,1,-3.07894e+78,-3.07894e+74,-3.07894e+74,2.1433e+75,-2.45119e+75
0.000573,1,-5.22224e+78,-5.22224e+74,-5.22224e+74,-1.14997e+75,6.27748e+74
0.000574,1,-4.07227e+78,-4.07227e+74,-4.07227e+74,-6.25721e+75,5.84999e+75
0.000575,1,2.18495e+78,2.18495e+74,2.18495e+74,-9.70376e+75,9.92225e+75
0.000576,1,1.18887e+79,1.18887e+75,1.18887e+75,-6.54844e+75,7.73731e+75
0.000577,1,1.84371e+79,1.84371e+75,1.84371e+75,5.99511e+75,-4.1514e+75
0.000578,1,1.2442e+79,1.2442e+75,1.2442e+75,2.38327e+76,-2.25885e+76
0.000579,1,-1.13907e+79,-1.13907e+75,-1.13907e+75,3.38915e+76,-3.50306e+76
0.00058,1,-4.52822e+79,-4.52822e+75,-4.52822e+75,1.91116e+76,-2.36399e+76
0.000581,1,-6.43938e+79,-6.43938e+75,-6.43938e+75,-2.80817e+76,2.16423e+76
0.000582,1,-3.63121e+79,-3.63121e+75,-3.63121e+75,-8.96674e+76,8.60362e+76
0.000583,1,5.33553e+79,5.33553e+75,5.33553e+75,-1.17013e+77,1.22348e+77
0.000584,1,1.70368e+80,1.70368e+76,1.70368e+76,-5.19562e+76,6.8993e+76
0.000585,1,2.22324e+80,2.22324e+76,2.22324e+76,1.23607e+77,-1.01375e+77
0.000586,1,9.87168e+79,9.87168e+75,9.87168e+75,3.33571e+77,-3.23699e+77
0.000587,1,-2.34854e+80,-2.34854e+76,-2.34854e+76,3.98931e+77,-4.22416e+77
0.000588,1,-6.33785e+80,-6.33785e+76,-6.33785e+76,1.24183e+77,-1.87562e+77
0.000589,1,-7.57968e+80,-7.57968e+76,-7.57968e+76,-5.2202e+77,4.46223e+77
0.00059,1,-2.35948e+80,-2.35948e+76,-2.35948e+76,-1.22779e+78,1.20419e+78
0.000591,1,9.91838e+80,9.91838e+76,9.91838e+76,-1.34096e+78,1.44014e+78
0.000592,1,2.33279e+81,2.33279e+77,2.33279e+77,-2.15023e+77,4.48302e+77
0.000593,1,2.54782e+81,2.54782e+77,2.54782e+77,2.13927e+78,-1.88449e+78
0.000594,1,4.08543e+80,4.08543e+76,4.08543e+76,4.47316e+78,-4.43231e+78
0.000595,1,-4.06462e+81,-4.06462e+77,-4.06462e+77,4.43439e+78,-4.84085e+78
0.000596,1,-8.49901e+81,-8.49901e+77,-8.49901e+77,-7.3669e+76,-7.76232e+77
0.000597,1,-8.42534e+81,-8.42534e+77,-8.42534e+77,-8.56531e+78,7.72278e+78
0.000598,1,1.39971e+80,1.39971e+76,1.39971e+76,-1.61341e+79,1.61481e+79
0.000599,1,1.62741e+82,1.62741e+78,1.62741e+78,-1.43807e+79,1.60081e+79
