time,V(N001),V(N002),V(N003),I(V1),I(R1),I(I1),I(R2),I(R3)
0.001099,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.0011,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001101,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001102,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001103,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001104,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001105,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001106,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001107,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001108,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001109,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00111,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001111,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001112,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001113,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001114,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001115,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001116,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001117,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001118,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001119,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00112,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001121,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001122,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001123,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001124,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001125,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001126,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001127,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001128,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001129,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00113,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001131,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001132,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001133,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001134,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001135,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001136,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001137,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001138,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001139,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00114,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001141,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001142,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001143,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001144,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001145,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001146,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001147,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001148,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001149,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00115,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001151,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001152,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001153,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001154,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001155,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001156,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001157,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001158,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001159,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00116,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001161,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001162,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001163,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001164,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001165,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001166,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001167,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001168,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001169,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00117,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001171,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001172,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001173,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001174,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001175,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001176,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001177,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001178,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001179,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00118,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001181,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001182,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001183,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001184,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001185,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001186,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001187,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001188,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001189,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00119,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001191,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001192,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001193,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001194,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001195,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001196,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001197,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001198,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001199,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.0012,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001201,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001202,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001203,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001204,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001205,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001206,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001207,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001208,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001209,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00121,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001211,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001212,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001213,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001214,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001215,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001216,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001217,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001218,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001219,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00122,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001221,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001222,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001223,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001224,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001225,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001226,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001227,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001228,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001229,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00123,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001231,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001232,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001233,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001234,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001235,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001236,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001237,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001238,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001239,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00124,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001241,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001242,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001243,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001244,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001245,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001246,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001247,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001248,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001249,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00125,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001251,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001252,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001253,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001254,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001255,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001256,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001257,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001258,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001259,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00126,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001261,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001262,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001263,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001264,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001265,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001266,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001267,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001268,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001269,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00127,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001271,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001272,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001273,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001274,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001275,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001276,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001277,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001278,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001279,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00128,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001281,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001282,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001283,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001284,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001285,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001286,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001287,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001288,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001289,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00129,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001291,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001292,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001293,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001294,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001295,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001296,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001297,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001298,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001299,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.0013,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001301,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001302,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001303,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001304,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001305,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001306,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001307,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001308,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001309,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00131,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001311,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001312,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001313,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001314,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001315,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001316,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001317,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001318,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001319,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00132,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001321,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001322,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001323,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001324,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001325,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001326,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001327,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001328,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001329,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00133,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001331,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001332,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001333,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001334,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001335,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001336,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001337,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001338,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001339,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00134,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001341,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001342,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001343,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001344,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001345,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001346,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001347,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001348,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001349,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00135,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001351,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001352,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001353,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001354,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001355,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001356,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001357,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001358,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001359,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00136,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001361,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001362,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001363,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001364,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001365,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001366,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001367,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001368,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001369,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00137,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001371,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001372,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001373,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001374,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001375,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001376,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001377,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001378,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001379,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00138,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001381,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001382,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001383,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001384,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001385,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001386,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001387,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001388,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001389,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00139,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001391,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001392,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001393,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001394,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001395,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001396,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001397,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001398,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001399,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.0014,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001401,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001402,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001403,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001404,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001405,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001406,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001407,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001408,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001409,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00141,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001411,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001412,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001413,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001414,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001415,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001416,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001417,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001418,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001419,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00142,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001421,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001422,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001423,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001424,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001425,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001426,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001427,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001428,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001429,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00143,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001431,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001432,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001433,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001434,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001435,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001436,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001437,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001438,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001439,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.00144,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001441,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001442,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001443,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001444,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001445,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
0.001446,1,-9.5,20,-0.00105,-0.00105,0.002,-0.002,0.00095
